	MA0265.2	MA0266.1	MA0267.1	MA0268.1	MA0269.1	MA0270.1	MA0271.1	MA0272.1	MA0273.1	MA0274.1	MA0275.1	MA0276.1	MA0277.1	MA0278.1	MA0279.2	MA0280.1	MA0281.2	MA0282.1	MA0283.1	MA0284.2	MA0285.1	MA0286.1	MA0287.1	MA0288.1	MA0289.1	MA0290.1	MA0291.1	MA0292.1	MA0293.1	MA0294.1	MA0295.1	MA0296.1	MA0297.1	MA0299.1	MA0300.1	MA0301.1	MA0302.1	MA0303.2	MA0304.1	MA0305.1	MA0306.1	MA0307.1	MA0308.1	MA0309.1	MA0310.1	MA0311.1	MA0312.2	MA0313.1	MA0314.2	MA0316.1	MA0317.1	MA0318.1	MA0319.1	MA0320.1	MA0321.1	MA0322.1	MA0323.1	MA0324.1	MA0325.1	MA0326.1	MA0327.1	MA0328.2	MA0329.1	MA0330.1	MA0331.1	MA0332.1	MA0333.1	MA0334.1	MA0335.1	MA0336.1	MA0337.1	MA0338.1	MA0339.1	MA0340.1	MA0341.1	MA0342.1	MA0343.1	MA0344.1	MA0347.2	MA0348.1	MA0349.1	MA0350.1	MA0351.1	MA0352.2	MA0353.1	MA0354.1	MA0355.1	MA0356.1	MA0357.1	MA0358.1	MA0359.2	MA0360.1	MA0361.1	MA0362.1	MA0363.2	MA0364.1	MA0365.1	MA0366.1	MA0367.1	MA0368.1	MA0369.1	MA0370.1	MA0371.1	MA0372.1	MA0373.1	MA0374.1	MA0375.1	MA0376.1	MA0377.1	MA0378.1	MA0379.1	MA0380.1	MA0381.1	MA0382.2	MA0384.1	MA0385.1	MA0386.1	MA0387.1	MA0388.1	MA0389.1	MA0390.1	MA0391.1	MA0392.1	MA0393.1	MA0394.1	MA0395.1	MA0396.1	MA0397.1	MA0398.1	MA0399.1	MA0400.1	MA0401.1	MA0402.1	MA0403.2	MA0404.1	MA0405.1	MA0406.1	MA0407.1	MA0408.1	MA0409.1	MA0410.1	MA0411.1	MA0412.2	MA0413.1	MA0414.1	MA0415.1	MA0416.1	MA0417.1	MA0418.1	MA0419.1	MA0420.1	MA0421.1	MA0422.1	MA0423.1	MA0424.1	MA0425.1	MA0426.1	MA0428.1	MA0429.1	MA0430.1	MA0431.1	MA0432.1	MA0433.1	MA0434.1	MA0435.1	MA0436.1	MA0437.1	MA0438.1	MA0439.1	MA0440.1	MA0441.1	MA0929.1	MA1431.1	MA1432.1	MA1433.1	MA1434.1	MA1435.1	MA1436.1	MA1437.1
MA0365.1	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	1.28971e-16	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998	0.99998
MA0366.1	0.967019	0.967019	0.967019	0.332264	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.020611	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.275687	0.270601	0.296104	0.967019	0.0178295	0.00954157	0.967019	0.445135	0.270601	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.437669	0.967019	0.00954157	0.967019	6.25447e-06	0.967019	0.967019	0.967019	0.967019	0.967019	0.00954157	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.445135	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.0216422	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.967019	0.0178295	0.967019	0.296104	0.967019	0.967019	0.967019	0.967019	0.163859	0.967019	0.967019	0.967019	0.967019	0.356947	0.967019	0.967019	0.967019	0.967019	0.254262	0.967019	0.296104	0.899684	0.0217311	0.967019	0.967019	0.967019	0.967019
MA0367.1	0.538667	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.045258	0.92237	0.0200685	0.899664	0.92237	0.92237	0.92237	0.0410876	0.92237	0.041825	0.126042	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.458492	0.045258	0.784397	0.000684806	0.758851	0.92237	0.92237	0.186239	0.92237	0.92237	0.899664	0.92237	0.92237	0.900156	0.92237	0.746229	0.0209997	0.92237	0.92237	0.0209997	0.471026	0.92237	0.92237	0.92237	0.92237	0.92237	0.538667	0.92237	0.92237	0.92237	0.92237	0.838322	0.0581002	0.92237	0.92237	0.92237	0.92237	0.92237	0.811957	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.811957	0.92237	0.0352054	0.92237	0.92237	0.92237	0.045258	0.291088	0.139229	0.92237	0.92237	0.92237	0.153724	0.92237	0.106448	0.92237	0.784397	0.209755	0.92237	0.92237	0.92237	2.59025e-31	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.47883	0.811957	0.92237	0.0352054	0.92237	0.811957	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.92237	0.0581002	0.106448	0.92237	0.92237	0.48634	0.92237	0.92237	0.92237	0.92237	0.0617854	0.899664	0.92237	0.92237	0.769806	0.712845	0.92237	0.92237	0.92237	0.92237	0.897474	0.784397	0.484387	0.471026	0.92237	0.811957	0.92237	0.92237	0.92237	0.92237	0.0458953	0.622112	0.00322135	0.92237	0.0581002	0.92237	0.92237	0.0352184	0.209755	0.0291265	0.92237	0.0511586	0.92237	0.92237	0.92237	0.92237	0.000317576	0.0291265	0.00322135	0.92237	0.769806	0.92237	0.900156	0.92237	0.92237	0.92237	0.291088	0.92237	0.92237
MA0368.1	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.104003	0.996603	0.996603	0.996603	0.996603	0.996603	0.585124	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	5.25075e-08	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603	0.996603
MA0369.1	0.426742	0.572384	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.75607	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.287574	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.0	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.287574	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988
MA0370.1	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.28544	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	1.65101e-29	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941	0.99941
MA0371.1	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.146852	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.168809	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.127063	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.167252	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	1.38803e-31	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988	0.990988
MA0372.1	0.962135	0.962135	0.962135	0.0656995	0.962135	0.702794	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.000102479	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.148907	0.148907	0.148907	0.962135	0.00671578	0.00415577	0.962135	0.633079	0.298591	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.509169	0.962135	0.00655707	0.962135	0.00415577	0.962135	0.962135	0.962135	0.962135	0.962135	4.14455e-14	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.0656995	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.0265522	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.00104003	0.962135	0.210064	0.962135	0.962135	0.962135	0.962135	0.0656995	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.962135	0.933146	0.0656995	0.962135	0.131301	0.337618	0.00219107	0.962135	0.962135	0.962135	0.962135
MA0373.1	0.981272	0.981272	0.981272	0.627528	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.627528	0.981272	0.345607	0.791739	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.817631	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.742184	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.627528	0.00860551	0.0306422	0.747674	0.981272	0.747674	0.627528	0.627528	0.981272	0.717381	0.945056	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.81351	0.981272	0.981272	0.642645	0.981272	0.981272	0.981272	0.981272	1.87617e-11	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.81351	0.981272	0.627528	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.627528	0.747674	0.627528	0.627528	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.743817	0.981272	0.747674	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.981272	0.642645	0.981272	0.981272	0.981272	0.981272	0.627528	0.981272	0.981272	0.981272	0.981272	0.240631	0.981272	0.981272	0.981272	0.981272	0.791739	0.981272	0.642645	0.791739	0.981272	0.981272	0.981272	0.981272	0.981272
MA0374.1	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.829215	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.893207	0.968148	0.781632	0.968148	0.74924	0.968148	0.968148	0.968148	0.968148	0.781632	0.395296	0.968148	0.968148	0.968148	0.74924	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.829215	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.918493	0.893207	0.968148	0.968148	0.968148	0.968148	0.0847437	0.28841	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.74924	0.74924	0.968148	0.968148	0.968148	0.968148	0.893207	0.968148	0.968148	0.968148	0.563162	0.679965	0.968148	0.511	0.968148	0.903918	0.968148	0.828529	0.74924	0.968148	0.74924	0.968148	0.924636	0.829215	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.893207	1.66764e-14	0.0575993	0.572071	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.73455	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.946153	0.968148	0.74924	0.47106	0.395296	0.511	0.968148	0.395296	0.968148	0.28841	0.968148	0.968148	0.968148	0.563162	0.968148	0.968148	0.968148	0.924636	0.511	0.968148	0.563162	0.968148	0.893207	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.679965	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.968148	0.781632	0.516526	0.968148	0.968148	0.0705183	0.74924	0.968148
MA0375.1	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.866847	0.462077	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.226326	0.748128	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.866847	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.0145764	3.4722199999999996e-21	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.748128	0.925296	0.988181	0.988181	0.326135	0.988181	0.988181	0.988181	0.988181	0.988181	0.748128	0.988181	0.988181	0.988181	0.988181	0.326135	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.988181	0.748128	0.988181	0.988181
MA0376.1	0.2945	0.886761	0.886761	0.886761	0.0363572	0.886761	0.886761	0.886761	0.011057	0.886761	0.886761	0.886761	0.886761	0.0817725	0.886761	0.886761	7.09354e-07	0.886761	0.886761	0.739349	0.886761	0.272121	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.0456236	0.886761	0.011057	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.0479162	0.095385	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.149995	0.243475	0.886761	0.886761	0.886761	0.837847	0.886761	0.0495856	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.124983	0.886761	0.886761	0.886761	0.886761	0.0679876	0.100188	0.570493	0.886761	0.886761	0.243475	0.886761	0.000469707	0.386799	0.886761	0.886761	0.886761	0.886761	0.269478	0.415939	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.187268	0.318416	0.0	0.269478	0.323556	0.886761	0.886761	0.886761	0.00742336	0.886761	0.187268	0.700833	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.0363572	0.886761	0.886761	0.886761	0.886761	0.328089	0.861294	0.886761	0.562469	0.886761	0.875962	0.886761	0.886761	0.886761	0.00118492	0.886761	0.875962	0.886761	0.0405264	0.886761	0.00742336	0.28979	0.886761	0.0479162	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.395188	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.116795	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.886761	0.000594896	0.886761
MA0377.1	0.576899	0.949151	0.949151	0.949151	0.104882	0.949151	0.949151	0.949151	0.102872	0.949151	0.949151	0.949151	0.502481	0.226822	0.596788	0.949151	0.949151	0.949151	0.949151	0.576899	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.817209	0.508005	0.882089	0.13239	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.233725	0.176054	0.949151	0.949151	0.0529272	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.0369108	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	8.61183e-08	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.0529272	0.949151	0.949151	0.882089	0.949151	0.0529272	0.0564096	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.416458	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.576899	0.0	0.270624	0.949151	0.949151	0.949151	0.173216	0.949151	0.949151	0.273552	0.949151	0.949151	0.949151	0.00402352	0.949151	0.949151	0.949151	0.949151	0.201574	0.949151	0.949151	0.949151	0.949151	0.0176409	0.949151	0.949151	0.681241	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.266608	0.949151	0.176054	0.949151	0.949151	0.10899	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.407275	0.949151	0.949151	0.949151	0.949151	0.949151	0.502009	0.949151	0.949151	0.35625	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.596788	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151	0.949151
MA0378.1	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.869922	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.139635	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.796418	0.235269	0.0	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.012427	0.976952	0.976952	0.976952	0.000762461	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.012427	0.976952	0.383532	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.383532	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.292873	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952	0.976952
