	MA0010.1	MA0011.1	MA0012.1	MA0013.1	MA0015.1	MA0016.1	MA0022.1	MA0023.1	MA0026.1	MA0049.1	MA0085.1	MA0086.2	MA0094.2	MA0126.1	MA0165.1	MA0166.1	MA0167.1	MA0168.1	MA0169.1	MA0170.1	MA0171.1	MA0172.1	MA0173.1	MA0174.1	MA0175.1	MA0176.1	MA0177.1	MA0178.1	MA0179.1	MA0180.1	MA0181.1	MA0182.1	MA0183.1	MA0184.1	MA0185.1	MA0186.1	MA0187.1	MA0188.1	MA0189.1	MA0190.1	MA0191.1	MA0192.1	MA0193.1	MA0194.1	MA0195.1	MA0196.1	MA0197.2	MA0198.1	MA0199.1	MA0200.1	MA0201.1	MA0202.1	MA0203.1	MA0204.1	MA0205.2	MA0206.1	MA0207.1	MA0208.1	MA0209.1	MA0210.1	MA0211.1	MA0212.1	MA0213.1	MA0214.1	MA0215.1	MA0216.2	MA0217.1	MA0218.1	MA0219.1	MA0220.1	MA0221.1	MA0222.1	MA0224.1	MA0225.1	MA0226.1	MA0227.1	MA0228.1	MA0229.1	MA0230.1	MA0231.1	MA0232.1	MA0233.1	MA0234.1	MA0235.1	MA0236.1	MA0237.2	MA0238.1	MA0239.1	MA0240.1	MA0241.1	MA0242.1	MA0243.1	MA0244.1	MA0245.1	MA0246.1	MA0247.2	MA0248.1	MA0249.2	MA0250.1	MA0251.1	MA0252.1	MA0253.1	MA0254.1	MA0255.1	MA0256.1	MA0257.1	MA0443.1	MA0444.1	MA0445.1	MA0446.1	MA0447.1	MA0448.1	MA0449.1	MA0450.1	MA0451.1	MA0452.2	MA0454.1	MA0456.1	MA0457.1	MA0458.1	MA0459.1	MA0460.1	MA0529.2	MA0530.1	MA0531.1	MA0532.1	MA0533.1	MA0534.1	MA0535.1	MA0536.1	MA0915.1	MA0916.1	MA0917.1	MA1455.1	MA1456.1	MA1457.1	MA1458.1	MA1459.1	MA1460.1	MA1461.1	MA1462.1	MA1700.1	MA1702.1	MA1836.1	MA1837.1	MA1838.1	MA1839.1	MA1840.1	MA1841.1	MA1842.1
MA0226.1	0.585735	0.418076	0.470544	0.552035	0.651218	0.652557	0.652557	0.652557	0.652557	0.487506	0.652557	0.652557	0.00359036	0.652557	0.0791422	0.0080845	0.00471545	0.0152554	0.00817719	0.00817719	0.00544858	0.00115334	0.493052	0.0303548	0.000586583	0.000622595	0.00443833	0.000523105	1.38391e-05	7.56399e-05	0.000303183	0.0140174	0.0315974	0.000523105	0.652557	0.00918242	0.00356045	0.00203804	0.00575412	0.112242	0.000496	0.00094211	0.652557	0.00047835	0.00796766	0.00273534	0.334702	8.90907e-05	0.652557	0.000303183	0.089069	8.90907e-05	0.0104266	0.652557	0.652557	0.00359036	0.652557	0.00171874	0.00474959	0.652557	0.0261406	0.252543	0.652557	0.00115334	0.0080845	0.357964	0.652557	0.652557	0.00796766	6.72766e-05	0.0104266	0.652557	0.00168697	0.00382545	1.09409e-09	0.652557	0.0080845	0.000434501	0.00474959	0.0400087	0.00973429	0.652557	0.215302	0.0179844	0.000622595	0.652557	0.0080845	0.652557	6.72766e-05	0.00171874	0.652557	0.652557	0.652557	0.000434501	0.652557	0.652557	0.00817719	0.652557	8.90907e-05	8.90907e-05	0.652557	0.334657	0.599824	0.652557	0.023627	0.00359036	0.652557	0.0080845	0.652557	0.594431	0.58934	0.0128671	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.000496	0.585249	0.652557	0.567216	0.652557	0.652557	0.652557	0.652557	0.652557	0.532266	0.652557	0.652557	0.234328	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.652557	0.512776	0.652557	0.107819	0.103413	0.652557	0.652557	0.652557	0.652557
MA0227.1	0.978332	0.978332	0.978332	0.978332	0.978332	0.8302	0.978332	0.978332	0.978332	0.978332	0.978332	0.806565	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.394378	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.493613	0.978332	0.978332	0.978332	0.978332	0.387152	0.978332	0.978332	0.000285259	0.978332	0.978332	0.646137	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.493613	0.978332	0.978332	0.978332	0.978332	0.0859089	0.978332	0.978332	0.978332	1.96263e-08	0.978332	0.978332	0.978332	0.978332	0.978332	0.637437	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.524286	0.978332	0.978332	0.978332	0.978332	0.978332	0.000294414	0.650586	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.524286	0.978332	0.978332	0.562278	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.562278	0.978332	0.562278	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332	0.978332
MA0228.1	0.499491	0.168924	0.635253	0.615565	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.00196712	0.635253	0.0454859	0.000198503	6.11001e-05	0.0433029	0.0273654	0.00953726	0.00833265	0.000970565	0.568532	0.00973886	0.000647544	0.0122858	1.8619e-06	0.000732168	0.000688185	0.00118519	6.8163e-05	0.0433029	0.0113578	0.000387846	0.635253	0.000387846	0.00559589	0.0140523	3.25005e-05	0.0995574	7.95623e-05	0.00953726	0.635253	0.000589982	0.00042811	0.00527348	0.0473269	0.000387846	0.635253	0.000732168	0.0927199	0.000267894	7.95623e-05	0.635253	0.635253	7.95623e-05	0.635253	0.00115897	2.27929e-06	0.635253	0.214747	0.164511	0.635253	0.00104513	0.000387846	0.44288	0.635253	0.635253	0.000325163	0.000387846	3.58273e-05	0.635253	0.000295125	0.000267894	0.00232318	0.635253	1.86195e-12	0.000198503	2.98285e-05	0.00402417	0.000449119	0.635253	0.134016	0.0966118	6.11001e-05	0.635253	6.5375e-06	0.635253	0.000882188	2.77188e-05	0.635253	0.563586	0.635253	0.000688185	0.635253	0.635253	0.00665118	0.635253	0.00477652	0.000387846	0.635253	0.635253	0.415301	0.635253	3.99795e-05	6.5375e-06	0.635253	0.0305218	0.635253	0.563586	0.528003	0.00665118	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.000882188	0.635253	0.635253	0.481333	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.124006	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.477448	0.635253	0.0479845	0.0561751	0.3795	0.635253	0.635253	0.635253
MA0229.1	0.62784	0.0974154	0.211793	0.542127	0.635579	0.635579	0.635579	0.635579	0.635579	0.62784	0.635579	0.635579	0.00175456	0.635579	0.126331	0.00890473	0.000878313	0.0278075	0.0177506	0.018984	0.00971324	0.000773612	0.635579	0.036684	0.000807707	0.00440936	0.000578522	0.000684092	0.00012579	3.78841e-05	5.94544e-05	0.0207732	0.00890473	2.48929e-05	0.635579	0.00923604	0.00446973	0.00327402	0.00136586	0.111316	0.000807707	0.00440936	0.635579	0.000710373	0.00195227	0.00830243	0.170127	6.83056e-06	0.635579	3.78841e-05	0.117583	1.30148e-06	0.00630277	0.635579	0.635579	0.00402135	0.635579	0.000710373	0.000177704	0.635579	0.0716292	0.229538	0.635579	0.00463462	0.00890473	0.363094	0.635579	0.635579	0.0022141	3.95846e-05	0.00195227	0.635579	0.000337797	0.00446973	0.000137749	0.635579	0.000578522	7.91696e-13	0.00446973	0.0203377	0.00463462	0.635579	0.191455	0.036684	0.000368978	0.635579	0.00211364	0.635579	0.00012579	3.78841e-05	0.635579	0.623988	0.635579	0.00136586	0.635579	0.635579	0.0177506	0.635579	0.000629585	4.36958e-05	0.635579	0.484592	0.458393	0.635579	0.00379282	0.00136586	0.635579	0.018984	0.635579	0.635579	0.635579	0.0145169	0.635579	0.635579	0.388606	0.635579	0.635579	0.635579	0.000266357	0.595507	0.635579	0.421299	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.132722	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.635579	0.0134834	0.0140426	0.343437	0.635579	0.635579	0.635579
MA0230.1	0.294014	0.462733	0.562417	0.413459	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.0016005	0.637523	0.0209344	8.6892e-05	0.000848668	0.0289044	0.018057	0.00433703	0.00458464	0.000459788	0.343259	0.00548822	0.00284766	0.00957577	0.000148411	0.00127323	0.00188782	0.00169418	0.000841488	0.0476749	0.00957577	0.00433703	0.637523	0.000794344	0.0110907	0.0331884	0.000794344	0.128851	0.000365748	0.00433703	0.637523	0.000425047	0.00303316	0.00341586	0.181206	0.00529555	0.637523	0.00521993	0.06206	0.00392738	0.000394009	0.637523	0.637523	2.57312e-05	0.637523	0.000794344	0.000619976	0.637523	0.12524	0.2221	0.637523	0.001737	0.000794344	0.279012	0.637523	0.637523	0.00221474	0.00221474	0.00127323	0.637523	0.00221474	0.000236018	0.00221474	0.637523	0.000148411	0.00529883	3.79281e-11	0.00672892	0.00182682	0.637523	0.181206	0.0787575	0.000580895	0.637523	7.3948e-05	0.637523	0.00146891	0.00154331	0.637523	0.637523	0.637523	0.0016005	0.637523	0.637523	0.00717964	0.637523	0.00529555	0.00182682	0.637523	0.637523	0.346665	0.637523	0.000848668	0.000148411	0.637523	0.0120188	0.637523	0.413459	0.562417	0.0062289	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.00415094	0.637523	0.637523	0.548828	0.637523	0.637523	0.637523	0.637523	0.637523	0.599352	0.637523	0.637523	0.251732	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.637523	0.542558	0.637523	0.105746	0.105746	0.54032	0.637523	0.637523	0.637523
MA0231.1	0.712215	0.54764	0.404018	0.297996	0.712215	0.712215	0.712215	0.712215	0.712215	0.624419	0.712215	0.712215	0.0523053	0.383984	0.199324	0.0331874	0.0463817	0.0976298	0.11396	0.0331874	0.0929267	0.0331874	0.397271	0.112498	0.0523053	0.0672092	0.0331874	0.0523053	0.0523053	0.0523053	0.0331874	0.236676	0.0610441	0.0523053	0.712215	0.0446526	0.0523053	0.137032	0.0331874	0.297996	0.0331874	0.112498	0.712215	0.0430086	0.0523053	0.0508905	0.326597	0.0523053	0.542101	0.0508905	0.319581	0.0523053	0.0430086	0.712215	0.712215	0.0331874	0.712215	0.033917	0.0331874	0.712215	0.18196	0.404018	0.712215	0.0465436	0.033917	0.356311	0.473376	0.712215	0.0523053	0.0523053	0.0331874	0.712215	0.0331874	0.033917	0.0608688	0.712215	0.0331874	0.0523053	0.0331874	6.69002e-11	0.0126241	0.712215	0.319581	0.315794	0.0331874	0.712215	0.0331874	0.383984	0.0508905	0.0331874	0.712215	0.712215	0.712215	0.0523053	0.712215	0.712215	0.112498	0.712215	0.112498	0.0508905	0.712215	0.712215	0.318922	0.712215	0.0465436	0.0331874	0.712215	0.131935	0.639833	0.369924	0.112498	0.0898549	0.712215	0.712215	0.392409	0.712215	0.712215	0.712215	0.0608688	0.440216	0.712215	0.197283	0.712215	0.712215	0.712215	0.712215	0.712215	0.712215	0.712215	0.5131	0.523124	0.712215	0.712215	0.621756	0.404018	0.712215	0.712215	0.712215	0.712215	0.712215	0.538126	0.712215	0.0705048	0.712215	0.386731	0.431732	0.23496	0.712215	0.712215	0.440216
MA0232.1	0.494829	0.311677	0.677477	0.381879	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.00129319	0.603402	0.0276975	0.00136107	0.00351845	0.0425676	0.0276975	0.00136107	0.0120722	0.00286456	0.393545	0.014223	0.00286456	0.0263064	0.000557062	0.00387137	0.00272174	0.00272174	0.000557062	0.0817926	0.0239184	0.0026786	0.677477	0.00351437	0.00351845	0.0216202	0.000486037	0.11588	0.000232421	0.014223	0.677477	0.00464702	0.00351845	0.00351845	0.161133	0.0031811	0.567122	0.00238677	0.227925	0.00272174	0.00286456	0.677477	0.677477	0.000977091	0.677477	0.00272174	0.00062953	0.677477	0.158615	0.22478	0.677477	0.000885003	0.00147155	0.393545	0.677477	0.677477	0.00180781	0.0026786	0.000278004	0.677477	0.00257212	0.000519399	0.00424618	0.677477	0.000557062	0.0026786	0.000977091	0.000977091	6.36372e-11	0.677477	0.149814	0.204591	0.000977091	0.677477	0.00147155	0.603402	0.00257212	0.00129319	0.677477	0.677477	0.566917	0.00180781	0.677477	0.677477	0.00966098	0.677477	0.0135278	0.00180781	0.677477	0.677477	0.494829	0.677477	0.00351845	0.000486037	0.677477	0.0287745	0.677477	0.571214	0.134935	0.0120722	0.677477	0.677477	0.580006	0.677477	0.677477	0.677477	0.00507501	0.677477	0.677477	0.113576	0.677477	0.665161	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.289793	0.677477	0.677477	0.677477	0.540032	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.677477	0.103427	0.677477	0.214715	0.164939	0.284538	0.677477	0.677477	0.562948
MA0233.1	0.449901	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.449901	0.974359	0.449901	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.0921085	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	6.39413e-05	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.000659687	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	3.35607e-08	0.974359	0.974359	0.974359	0.974359	0.974359	0.449901	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.422841	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.381966	0.617264	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.422841	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.422841	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359	0.422841	0.974359	0.974359	0.974359	0.974359	0.974359	0.974359
MA0234.1	0.867384	0.764802	0.867384	0.728301	0.867384	0.524574	0.728301	0.37863	0.799979	0.867384	0.867384	0.867384	0.349428	0.867384	0.658303	0.292971	0.37863	0.292971	0.307995	0.307995	0.292971	0.307995	0.8303	0.608727	0.292971	0.510958	0.292971	0.37863	0.292971	0.384513	0.292971	0.658303	0.549628	0.307995	0.867384	0.292971	0.292971	0.297037	0.292971	0.000973024	0.292971	0.292971	0.867384	0.332803	0.441061	0.292971	0.764802	0.292971	0.658303	0.292971	0.000259942	0.292971	0.292971	0.596513	0.867384	0.292971	0.867384	0.307995	0.292971	0.867384	0.647068	0.000320003	0.867384	0.292971	0.292971	0.764802	0.867384	0.505618	0.307995	0.292971	0.292971	0.867384	0.292971	0.292971	0.292971	0.867384	0.292971	0.307995	0.292971	0.292971	0.292971	0.867384	3.46965e-08	0.292971	0.292971	0.867384	0.292971	0.867384	0.307995	0.292971	0.658303	0.867384	0.867384	0.292971	0.399277	0.867384	0.292971	0.867384	0.292971	0.292971	0.867384	0.867384	0.658303	0.867384	0.297037	0.292971	0.867384	0.307995	0.867384	0.853901	0.658303	0.565459	0.867384	0.867384	0.867384	0.307995	0.867384	0.867384	0.292971	0.716165	0.867384	0.292971	0.865366	0.867384	0.867384	0.867384	0.867384	0.867384	0.867384	0.8303	0.000320922	0.867384	0.867384	0.867384	0.851544	0.658303	0.8303	0.867384	0.867384	0.867384	0.867384	0.867384	0.575266	0.867384	0.68523	0.671866	0.524574	0.867384	0.67012	0.853901
MA0235.1	0.282087	0.630985	0.455293	0.378777	0.691358	0.691358	0.691358	0.691358	0.691358	0.382569	0.691358	0.691358	0.145479	0.691358	0.145479	0.150343	0.145479	0.252799	0.205434	0.171595	0.145479	0.145479	0.691358	0.145479	0.145479	0.145479	0.150343	0.145479	0.145479	0.145479	0.145479	0.145479	0.252799	0.145479	0.691358	0.175258	0.145479	0.145479	0.179805	0.145479	0.145479	0.145479	0.668354	0.145479	0.145479	0.145479	0.241954	0.145479	0.145479	0.145479	0.167324	0.145479	0.164311	0.374276	0.691358	0.145479	0.419247	0.145479	0.168133	0.320651	0.291139	0.168133	0.691358	0.145479	0.193299	0.294286	0.385268	0.502937	0.181802	0.145479	0.181802	0.205781	0.145479	0.145479	0.145479	0.382569	0.171595	0.145479	0.145479	0.212143	0.181802	0.275751	0.150343	3.1744e-10	0.145479	0.630985	0.145479	0.691358	0.145479	0.145479	0.691358	0.691358	0.691358	0.145479	0.168133	0.510569	0.205781	0.691358	0.145479	0.145479	0.426208	0.275751	0.252799	0.275461	0.145479	0.17564	0.691358	0.145479	0.355248	0.275751	0.691358	0.145479	0.691358	0.691358	0.691358	0.691358	0.691358	0.691358	0.145479	0.145479	0.145479	0.691358	0.276521	0.475202	0.691358	0.691358	0.691358	0.560525	0.691358	0.235981	0.145479	0.691358	0.691358	0.691358	0.275461	0.53911	0.630985	0.691358	0.691358	0.691358	0.691358	0.691358	0.691358	0.635824	0.355248	0.419805	0.291139	0.691358	0.691358	0.275751
MA0236.1	0.35432	0.236299	0.466566	0.466566	0.635253	0.635253	0.635253	0.635253	0.635253	0.525093	0.635253	0.635253	0.000710971	0.635253	0.0533086	0.000571461	2.44343e-05	0.0237428	0.0124172	0.00799862	0.00445205	0.000234806	0.502814	0.00769146	0.000140584	0.00285365	2.04908e-05	0.000140584	2.92072e-05	0.000119994	8.92525e-07	0.0131749	0.00769146	0.000170187	0.635253	0.000756381	0.00155686	0.00799862	7.26522e-05	0.0876203	2.04908e-05	0.00307311	0.635253	0.000266298	0.000129693	0.00330532	0.125263	0.000181383	0.59702	0.000181383	0.0707093	0.000140584	0.000397163	0.635253	0.635253	0.000129693	0.635253	0.000571461	2.04908e-05	0.635253	0.125263	0.209315	0.635253	0.000612903	0.000612903	0.504066	0.635253	0.635253	0.000301657	3.47608e-05	0.000181383	0.635253	0.000154649	0.000140584	0.000170187	0.635253	0.000119994	0.000209794	0.000140584	0.00769146	0.00107509	0.635253	0.16797	0.058529	2.2166e-14	0.635253	0.000140584	0.635253	6.2194e-05	2.04908e-05	0.635253	0.525093	0.621486	6.2194e-05	0.635253	0.635253	0.00639326	0.635253	0.000519385	2.04908e-05	0.635253	0.621476	0.543806	0.635253	0.00190356	2.04908e-05	0.635253	0.0148424	0.635253	0.556432	0.502814	0.00285365	0.635253	0.635253	0.59702	0.635253	0.635253	0.635253	0.000154649	0.622431	0.635253	0.502026	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.150962	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.635253	0.454945	0.635253	0.0852869	0.0693451	0.538372	0.635253	0.635253	0.635253
MA0237.2	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	1.5773e-36	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998	0.999998
MA0238.1	0.546082	0.41005	0.62535	0.61717	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.00458276	0.635088	0.0456792	9.02924e-05	0.000326382	0.0535213	0.0321736	0.0126994	0.0130804	0.00126124	0.573422	0.00899072	0.00162024	0.0152347	5.43537e-06	0.00290979	0.00197303	0.00256815	0.000326382	0.0456792	0.0200508	0.00210524	0.635088	0.000326382	0.00834036	0.0191907	9.09448e-05	0.0863312	0.000216507	0.0152347	0.635088	0.00137416	0.00120952	0.00834036	0.113657	0.00278489	0.635088	0.00224194	0.0856708	0.00151304	4.1973e-05	0.635088	0.635088	0.000326382	0.635088	0.00213131	4.52557e-05	0.635088	0.290948	0.181585	0.635088	0.00213131	0.000326382	0.41177	0.635088	0.635088	0.000243463	0.00126124	9.09448e-05	0.635088	0.00151304	0.000243463	0.00411515	0.635088	2.57823e-05	0.00221422	2.57823e-05	0.0069901	0.00210524	0.635088	0.152488	0.0545773	0.00023742	0.635088	1.0648e-09	0.635088	0.00242103	0.000326382	0.635088	0.460014	0.635088	0.00151304	0.635088	0.635088	0.00669556	0.635088	0.00738355	0.00149489	0.635088	0.635088	0.331528	0.635088	2.57823e-05	3.26067e-05	0.635088	0.0443584	0.635088	0.482694	0.562598	0.00669556	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.00162024	0.62535	0.635088	0.444153	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.11142	0.635088	0.635088	0.635088	0.611117	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.635088	0.460014	0.635088	0.0663795	0.0770784	0.392298	0.635088	0.635088	0.611117
MA0239.1	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	6.17423e-20	0.994896	0.994896	0.994896	0.965747	0.965747	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.991299	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.710319	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.991299	0.994896	0.994896	0.994896	0.994896	0.994896	6.17423e-20	0.994896	0.994896	0.965747	0.994896	0.994896	0.994896	0.994896	0.994896	0.991299	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.318078	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896	0.994896
MA0240.1	0.460797	0.466649	0.466649	0.430055	0.634752	0.634752	0.634752	0.634752	0.634752	0.481594	0.634752	0.634752	0.00157573	0.634752	0.0608052	0.00328488	0.000984269	0.0267359	0.0154927	0.00910713	0.00755724	0.000318825	0.514551	0.00958525	0.00206967	0.000918779	0.00157573	0.000117422	0.000318825	1.74172e-05	0.000318825	0.0163414	0.00969736	0.000318825	0.634752	0.00372929	0.00454064	0.00498626	0.00157573	0.141802	0.000318825	0.00267554	0.634752	0.000200628	0.00206967	0.00498626	0.343342	0.000337233	0.634752	0.000529392	0.0940933	0.000318825	0.00517549	0.634752	0.634752	0.000891556	0.634752	0.000481682	0.00128043	0.634752	0.0408234	0.260602	0.634752	0.00314825	0.00388167	0.438597	0.634752	0.634752	0.00328488	0.000322543	0.00454064	0.634752	0.000519288	0.000834174	4.95564e-05	0.634752	0.00350211	0.000337233	0.00157573	0.0189073	0.00481323	0.634752	0.252332	0.0189073	0.000322543	0.634752	0.00388167	0.634752	2.21485e-12	0.000568768	0.634752	0.634752	0.634752	0.00128043	0.634752	0.634752	0.0128687	0.634752	0.000529392	0.000117422	0.634752	0.430055	0.430055	0.634752	0.0116112	0.000918779	0.634752	0.00888076	0.634752	0.60714	0.552603	0.00517549	0.634752	0.634752	0.609898	0.634752	0.634752	0.634752	0.000834174	0.504232	0.634752	0.34878	0.634752	0.634752	0.634752	0.634752	0.634752	0.592031	0.634752	0.634752	0.270193	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.634752	0.602258	0.634752	0.141484	0.136296	0.634752	0.634752	0.634752	0.634752
MA0241.1	0.607391	0.157109	0.497661	0.596833	0.607845	0.61982	0.61982	0.61982	0.61982	0.607845	0.61982	0.61982	0.00371445	0.61982	0.103124	0.00284554	0.000172818	0.0377106	0.0191402	0.0191402	0.00957304	0.000437014	0.61982	0.0174823	0.000836015	0.00606256	5.56878e-05	0.000403434	0.000189427	0.000402502	5.09341e-05	0.0191402	0.0121526	4.44262e-05	0.61982	0.00303066	0.00371445	0.00633128	0.000238979	0.100085	0.000268384	0.00606256	0.61982	0.000532635	0.000402502	0.00791114	0.100085	5.09341e-05	0.61982	8.40237e-05	0.111143	6.30646e-05	0.00180553	0.61982	0.61982	0.000890929	0.61982	0.000403434	4.44262e-05	0.61982	0.120636	0.217448	0.61982	0.00371445	0.00284554	0.61982	0.61982	0.61982	0.00154641	6.53677e-05	0.000557933	0.61982	5.09341e-05	0.00167315	0.000557933	0.61982	8.40237e-05	5.09341e-05	0.000984683	0.00735226	0.00246056	0.61982	0.178405	0.0714335	6.53677e-05	0.61982	0.000373804	0.61982	0.000268384	4.02272e-11	0.61982	0.607845	0.61982	0.00134087	0.61982	0.61982	0.0150326	0.61982	0.00142541	5.56878e-05	0.61982	0.61982	0.448977	0.61982	0.000836015	0.000112955	0.61982	0.0263307	0.61982	0.61982	0.547072	0.00812327	0.61982	0.61982	0.557542	0.61982	0.61982	0.61982	0.000268384	0.560378	0.61982	0.448977	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.101982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.61982	0.498587	0.61982	0.0461098	0.0446587	0.414903	0.61982	0.61982	0.61982
