# Expression Atlas			
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-48230			
# Timestamp: Fri, 22-Oct-2021 07:16:49			
geneName	Gene Name	log2FoldChange	padj
ENSG00000198833	UBE2J1	0.1	0.672612003761054
ENSG00000198835	GJC2	-0.3	0.657391103697746
ENSG00000198836	OPA1	0.2	0.128378175283266
ENSG00000198837	DENND4B	0.3	0.130511757263117
ENSG00000198838	RYR3	-0.2	0.704751560467976
ENSG00000198839	ZNF277	0.1	0.838836760958366
ENSG00000198840	MT-ND3	0.3	0.113223667241984
ENSG00000198841	KTI12	-0.1	0.855789826644603
ENSG00000198843	SELENOT	-0.1	0.704751560467976
ENSG00000198846	TOX	-0.7	0.104375937144343
ENSG00000198853	RUSC2	0.3	0.214084065071636
ENSG00000198855	FICD	0.1	0.881223399293375
ENSG00000198858	R3HDM4	-0.1	0.504749091465224
ENSG00000198860	TSEN15	0.1	0.642078134044459
ENSG00000198862	LTN1	0.1	0.640885193594593
ENSG00000198863	RUNDC1	-0.2	0.559268471549462
ENSG00000198870	STKLD1	-0.1	0.876072035709238
ENSG00000198874	TYW1	-0.1	0.865271479422691
ENSG00000198876	DCAF12	-0.2	0.3148762061917
ENSG00000198879	SFMBT2	0.5	0.210172947186772
ENSG00000198886	MT-ND4	0.1	0.764980194400125
ENSG00000198888	MT-ND1	0.1	0.629348705985381
ENSG00000198890	PRMT6	-0.3	0.468652663220684
ENSG00000198892	SHISA4	-0.2	0.374282305032936
ENSG00000198899	MT-ATP6	0.2	0.490919935424944
ENSG00000198900	TOP1	0.2	0.455929606843912
ENSG00000198901	PRC1	0.1	0.7735958711199
ENSG00000198908	BHLHB9	-0.3	0.393924341319173
ENSG00000198909	MAP3K3	-0.2	0.399322663304122
ENSG00000198910	L1CAM	0.8	0.018581332418569
ENSG00000198911	SREBF2	0.5	0.039372814592925
ENSG00000198912	C1orf174	0.3	0.051957827237842
ENSG00000198917	SPOUT1	0.1	0.574091053789822
ENSG00000198918	RPL39	0.1	0.940967261506812
ENSG00000198919	DZIP3	-0.2	0.595952422130016
ENSG00000198920	KIAA0753	-0.1	0.683683430881728
ENSG00000198925	ATG9A	-0.2	0.545310878319165
ENSG00000198929	NOS1AP	0.4	0.352780929146745
ENSG00000198931	APRT	0.2	0.200442869883977
ENSG00000198932	GPRASP1	0.1	0.951832106392946
ENSG00000198933	TBKBP1	0.1	0.789957696211625
ENSG00000198934	MAGEE1	-0.3	0.416607353473638
ENSG00000198938	MT-CO3	0.1	0.828326029878557
ENSG00000198939	ZFP2	-0.1	0.946600464538294
ENSG00000198945	L3MBTL3	-0.5	0.050159234412541
ENSG00000198947	DMD	-1.2	0.000484555095573
ENSG00000198948	MFAP3L	-0.1	0.901136908232695
ENSG00000198951	NAGA	0.1	0.701630958077598
ENSG00000198959	TGM2	-0.1	0.896773645439135
ENSG00000198960	ARMCX6	-0.2	0.304599394187931
ENSG00000198961	PJA2	-0.1	0.672276022597469
ENSG00000198964	SGMS1	0.2	0.243590882024413
ENSG00000199266	SNORA60	-0.2	0.717434463697474
ENSG00000199691	RN7SKP173	0.4	0.362811369901894
ENSG00000199753	SNORD104	0.3	0.651245855209715
ENSG00000200534	SNORA33	0.1	0.903229981880857
ENSG00000201457	SNORA55	0.2	0.800374514574076
ENSG00000201512	SNORA71C	0.2	0.822295276318965
ENSG00000201772	SNORA5C	0.1	0.885412838961615
ENSG00000202415	RN7SKP269	0.1	0.939333053053071
ENSG00000202441	RNY4P10	0.2	0.792631204151484
ENSG00000203288	TDRKH-AS1	0.5	0.219864284201829
ENSG00000203326	ZNF525	0.5	0.003929485971168
ENSG00000203387	AC074019.1	-0.1	0.929182980558599
ENSG00000203434	AL353740.1	-0.1	0.95481001077318
ENSG00000203485	INF2	0.3	0.129133379711217
ENSG00000203497	PDCD4-AS1	-0.5	0.286501168327236
ENSG00000203499	IQANK1	0.8	1.03755133478042E-05
ENSG00000203635	AC144450.1	-0.1	0.949667036566461
ENSG00000203644	AC083799.1	-0.2	0.540275350545751
ENSG00000203650	LINC01285	0.5	0.214309571828927
ENSG00000203666	EFCAB2	-0.1	0.814185048885481
ENSG00000203667	COX20	0.1	0.92910616078782
ENSG00000203685	STUM	0.7	0.04569241099612
ENSG00000203697	CAPN8	0.9	9.8502605890003E-06
ENSG00000203705	TATDN3	0.1	0.792323807500744
ENSG00000203706	SERTAD4-AS1	-0.2	0.792200939481426
ENSG00000203709	MIR29B2CHG	0.1	0.909148881790445
ENSG00000203721	LINC00862	0.2	0.748717260487388
ENSG00000203722	RAET1G	-0.2	0.670160844137754
ENSG00000203724	C1orf53	-0.3	0.504997970445832
ENSG00000203727	SAMD5	-0.3	0.344151512795249
ENSG00000203739	AL645568.1	-0.2	0.786787036979527
ENSG00000203760	CENPW	0.3	0.087239900600915
ENSG00000203761	MSTO2P	0.4	0.411930140714383
ENSG00000203778	FAM229B	-0.8	0.010798082345877
ENSG00000203780	FANK1	-0.6	0.107713846424397
ENSG00000203791	EEF1AKMT2	0.1	0.859742117856139
ENSG00000203799	CCDC162P	-0.3	0.500700915234642
ENSG00000203801	LINC00222	-0.4	0.295406050620894
ENSG00000203805	PLPP4	-0.1	0.914814020258139
ENSG00000203865	ATP1A1-AS1	0.3	0.583988394998726
ENSG00000203867	RBM20	-0.4	0.375879301200071
ENSG00000203875	SNHG5	0.1	0.882341381144259
ENSG00000203880	PCMTD2	-0.1	0.663370063736344
ENSG00000203883	SOX18	-0.2	0.765399802169487
ENSG00000203896	LIME1	0.2	0.540370629994902
ENSG00000203930	LINC00632	0.3	0.345455680713969
ENSG00000203943	SAMD13	-0.5	0.329397989276046
ENSG00000203950	RTL8A	0.1	0.735743955350149
ENSG00000203952	CCDC160	-0.2	0.755177663024433
ENSG00000203965	EFCAB7	-0.1	0.702015500776613
ENSG00000203993	ARRDC1-AS1	0.3	0.29818720599274
ENSG00000203995	ZYG11A	0.1	0.858976548026906
ENSG00000203999	LINC01270	-0.2	0.615852228077082
ENSG00000204044	SLC12A5-AS1	-0.3	0.643154329413512
ENSG00000204084	INPP5B	0.2	0.567139808027423
ENSG00000204104	TRAF3IP1	-0.2	0.679047502198693
ENSG00000204116	CHIC1	-0.1	0.640885193594593
ENSG00000204120	GIGYF2	0.1	0.813119245187289
ENSG00000204131	NHSL2	-1	0.002514307175001
ENSG00000204147	ASAH2B	0.1	0.836788764998106
ENSG00000204152	TIMM23B	0.1	0.810314071685261
ENSG00000204160	ZDHHC18	0.1	0.89636823763698
ENSG00000204178	MACO1	-0.2	0.647680914972339
ENSG00000204186	ZDBF2	-0.3	0.348127807349562
ENSG00000204209	DAXX	-0.2	0.516756518109269
ENSG00000204217	BMPR2	-0.3	0.253000206945883
ENSG00000204219	TCEA3	0.1	0.914814020258139
ENSG00000204220	PFDN6	0.1	0.596088843733125
ENSG00000204227	RING1	-0.2	0.313401520539589
ENSG00000204228	HSD17B8	-0.4	0.419968308437266
ENSG00000204231	RXRB	-0.2	0.406911443113996
ENSG00000204248	COL11A2	-0.1	0.929770572913009
ENSG00000204253	HNRNPCP2	0.2	0.754406218192985
ENSG00000204256	BRD2	-0.1	0.538002333499655
ENSG00000204257	HLA-DMA	0.1	0.89636823763698
ENSG00000204261	PSMB8-AS1	0.1	0.921893687523095
ENSG00000204262	COL5A2	0.4	0.104106264546154
ENSG00000204264	PSMB8	0.2	0.537176067998236
ENSG00000204267	TAP2	0.3	0.175092888843745
ENSG00000204272	NBDY	-0.2	0.29818720599274
ENSG00000204301	NOTCH4	0.1	0.849102390906969
ENSG00000204304	PBX2	-0.1	0.607084650023249
ENSG00000204305	AGER	0.1	0.882734512073659
ENSG00000204310	AGPAT1	-0.3	0.222416864650754
ENSG00000204311	PJVK	-0.7	0.081365654177218
ENSG00000204314	PRRT1	-0.1	0.938328763450987
ENSG00000204315	FKBPL	-0.2	0.735201939136662
ENSG00000204316	MRPL38	0.1	0.700700960540432
ENSG00000204323	SMIM5	0.1	0.917898441475461
ENSG00000204334	ERICH2	0.1	0.868660926052788
ENSG00000204335	SP5	-0.2	0.762987389127371
ENSG00000204344	STK19	-0.2	0.668624339352149
ENSG00000204348	DXO	-0.2	0.592568124372348
ENSG00000204356	NELFE	0.1	0.780437415198683
ENSG00000204366	ZBTB12	-0.1	0.914814020258139
ENSG00000204370	SDHD	0.4	0.029669602540755
ENSG00000204371	EHMT2	-0.2	0.579108820938295
ENSG00000204381	LAYN	0.2	0.659313061440504
ENSG00000204386	NEU1	-0.4	0.048879952866931
ENSG00000204388	HSPA1B	0.4	0.154434385424772
ENSG00000204389	HSPA1A	0.4	0.127758095090318
ENSG00000204390	HSPA1L	0.1	0.928933474542526
ENSG00000204392	LSM2	0.2	0.522310201077353
ENSG00000204394	VARS1	0.3	0.15501615919733
ENSG00000204396	VWA7	0.3	0.574050474095063
ENSG00000204397	CARD16	0.3	0.576414635402862
ENSG00000204406	MBD5	-0.1	0.883030494339475
ENSG00000204410	MSH5	0.6	0.132254600965947
ENSG00000204427	ABHD16A	-0.4	0.237292711210055
ENSG00000204428	LY6G5C	-0.3	0.503907444757316
ENSG00000204435	CSNK2B	-0.1	0.914814020258139
ENSG00000204439	C6orf47	-0.4	0.070432871240644
ENSG00000204442	FAM155A	0.1	0.917259987319576
ENSG00000204463	BAG6	-0.1	0.659410030529693
ENSG00000204498	NFKBIL1	-0.1	0.761274506409733
ENSG00000204516	MICB	0.4	0.145166209401041
ENSG00000204519	ZNF551	-0.7	0.032886389843225
ENSG00000204520	MICA	0.4	0.051831432375727
ENSG00000204525	HLA-C	0.2	0.402964320232674
ENSG00000204531	POU5F1	0.3	0.58097683834172
ENSG00000204540	PSORS1C1	-0.6	0.101942761984302
ENSG00000204560	DHX16	-0.1	0.537176067998236
ENSG00000204564	C6orf136	0.3	0.21078553082651
ENSG00000204568	MRPS18B	0.1	0.763802870072309
ENSG00000204569	PPP1R10	-0.2	0.3774027908815
ENSG00000204576	PRR3	-0.2	0.506053862854502
ENSG00000204577	LILRB3	-0.1	0.951832106392946
ENSG00000204580	DDR1	0.1	0.82633985031958
ENSG00000204581	ACOXL-AS1	0.6	0.132149811754699
ENSG00000204590	GNL1	-0.3	0.076517660986165
ENSG00000204592	HLA-E	-0.1	0.889792686048048
ENSG00000204618	RNF39	0.6	0.158748144064717
ENSG00000204620	AC115618.1	-0.1	0.931680807674362
ENSG00000204623	ZNRD1ASP	-0.1	0.931680807674362
ENSG00000204624	DISP3	-0.3	0.616220346480899
ENSG00000204628	RACK1	0.2	0.4319215474158
ENSG00000204632	HLA-G	0.3	0.632064339746042
ENSG00000204642	HLA-F	0.2	0.623672559771916
ENSG00000204653	ASPDH	-0.3	0.669849179954546
ENSG00000204673	AKT1S1	0.1	0.807070663903007
ENSG00000204682	MIR1915HG	-0.2	0.749138182084258
ENSG00000204685	STARD7-AS1	-0.2	0.670160844137754
ENSG00000204713	TRIM27	-0.1	0.540275350545751
ENSG00000204758	AC008429.1	-0.3	0.578612261999478
ENSG00000204764	RANBP17	-0.1	0.891422554333745
ENSG00000204767	INSYN2B	-0.9	0.000363500085574
ENSG00000204789	ZNF204P	-0.1	0.869589862141454
ENSG00000204792	LINC01291	0.2	0.786044066173417
ENSG00000204815	TTC25	-0.2	0.704751560467976
ENSG00000204822	MRPL53	-0.4	0.287922530984367
ENSG00000204839	MROH6	0.5	0.015019394249838
ENSG00000204842	ATXN2	0.1	0.879077254841718
ENSG00000204843	DCTN1	-0.1	0.60963312911003
ENSG00000204852	TCTN1	-0.4	0.034366912558474
ENSG00000204856	FAM216A	0.3	0.06849902632953
ENSG00000204860	FAM201A	0.4	0.186478622086426
ENSG00000204866	IGFL2	-0.5	0.200906932301535
ENSG00000204876	AC021218.1	-0.2	0.752547749795455
ENSG00000204882	GPR20	0.3	0.555625161012505
ENSG00000204899	MZT1	0.3	0.107156152434927
ENSG00000204915	AC234772.1	-0.4	0.442003191365952
ENSG00000204920	ZNF155	0.1	0.917259987319576
ENSG00000204922	UQCC3	0.2	0.378140443359269
ENSG00000204923	FBXO48	-0.2	0.592107791574332
ENSG00000204936	CD177	-0.2	0.766294857662332
ENSG00000204946	ZNF783	-0.2	0.535963343342651
ENSG00000204947	ZNF425	-0.6	0.18896280378095
ENSG00000204954	C12orf73	0.2	0.651245855209715
ENSG00000204962	PCDHA8	-0.3	0.537176067998236
ENSG00000204965	PCDHA5	-0.3	0.524622926013232
ENSG00000204977	TRIM13	-0.2	0.348359788437325
ENSG00000204983	PRSS1	-0.1	0.95481001077318
ENSG00000204991	SPIRE2	0.3	0.339696032653796
ENSG00000205054	LINC01121	-0.1	0.936424787352365
ENSG00000205060	SLC35B4	-0.2	0.453871447815003
ENSG00000205078	SYCE1L	0.3	0.663109937019691
ENSG00000205085	FAM71F2	-0.4	0.362310955817685
ENSG00000205090	TMEM240	-0.3	0.607363648582497
ENSG00000205129	C4orf47	-0.7	0.078524510664061
ENSG00000205133	TRIQK	-0.1	0.610888337048155
ENSG00000205138	SDHAF1	0.3	0.366967712346731
ENSG00000205155	PSENEN	-0.1	0.864756410519342
ENSG00000205189	ZBTB10	-0.1	0.840981260634344
ENSG00000205208	C4orf46	0.2	0.597859902582291
ENSG00000205213	LGR4	0.3	0.084431878350569
ENSG00000205220	PSMB10	0.3	0.503691514983718
ENSG00000205250	E2F4	0.1	0.863817335502079
ENSG00000205268	PDE7A	-0.1	0.686003110565299
ENSG00000205269	TMEM170B	-0.3	0.229525626446311
ENSG00000205309	NT5M	0.4	0.357302688281471
ENSG00000205323	SARNP	-0.1	0.878088371851523
ENSG00000205336	ADGRG1	-0.5	0.022611715927658
ENSG00000205339	IPO7	0.1	0.494708193080664
ENSG00000205352	PRR13	0.1	0.662322228721997
ENSG00000205356	TECPR1	-0.1	0.897596028853602
ENSG00000205413	SAMD9	-0.8	4.76662904324947E-05
ENSG00000205420	KRT6A	1.6	8.09650884863648E-07
ENSG00000205426	KRT81	0.3	0.449202459103054
ENSG00000205464	ATP6AP1L	0.1	0.866216710269187
ENSG00000205476	CCDC85C	0.4	0.031480627926667
ENSG00000205485	AC004980.1	-0.2	0.719542296833945
ENSG00000205517	RGL3	0.6	0.048165602151184
ENSG00000205531	NAP1L4	0.1	0.684292783979414
ENSG00000205542	TMSB4X	-0.2	0.384042397842658
ENSG00000205559	CHKB-DT	-0.2	0.68985282724263
ENSG00000205560	CPT1B	0.1	0.838836760958366
ENSG00000205571	SMN2	-0.1	0.915781636316713
ENSG00000205581	HMGN1	0.2	0.457822305257949
ENSG00000205593	DENND6B	-0.3	0.451106415426749
ENSG00000205629	LCMT1	0.2	0.43670995225389
ENSG00000205634	LINC00898	-0.1	0.95481001077318
ENSG00000205639	MFSD2B	0.1	0.942942863681413
ENSG00000205643	CDPF1	0.2	0.642699349865743
ENSG00000205659	LIN52	0.2	0.535122420047853
ENSG00000205683	DPF3	-0.4	0.057262354116809
ENSG00000205693	MANSC4	-0.5	0.267824299760562
ENSG00000205702	CYP2D7	-0.1	0.911461101602149
ENSG00000205704	LINC00634	0.2	0.708766555188685
ENSG00000205707	ETFRF1	-0.1	0.901214448388133
ENSG00000205710	C17orf107	-0.2	0.803137460464425
ENSG00000205726	ITSN1	-0.1	0.661177311061446
ENSG00000205730	ITPRIPL2	0.1	0.718950923159255
ENSG00000205758	CRYZL1	-0.1	0.782633647604308
ENSG00000205771	CATSPER2P1	0.3	0.60567035013604
ENSG00000205790	DPP9-AS1	-0.2	0.697559243035608
ENSG00000205791	LOH12CR2	-0.1	0.925317182670346
ENSG00000205794	AC098591.2	-0.1	0.922341754781552
ENSG00000205808	PLPP6	-0.1	0.712328275337612
ENSG00000205830	AC024132.1	-0.5	0.362310955817685
ENSG00000205838	TTC23L	0.1	0.925482625307503
ENSG00000205885	C1RL-AS1	-0.1	0.946222755080258
ENSG00000205913	SRRM2-AS1	-0.4	0.407831828239845
ENSG00000205922	ONECUT3	-0.4	0.368110099748906
ENSG00000205937	RNPS1	0.2	0.362310955817685
ENSG00000205940	HSP90AB2P	0.3	0.642775902242066
ENSG00000205959	AC105345.1	0.3	0.659454259891437
ENSG00000205978	NYNRIN	-0.7	0.006008290134393
ENSG00000205981	DNAJC19	0.1	0.741701685832627
ENSG00000206053	JPT2	0.1	0.563172236696529
ENSG00000206073	SERPINB4	0.2	0.776743081871831
ENSG00000206075	SERPINB5	-0.2	0.286077236878131
ENSG00000206077	ZDHHC11B	0.1	0.898086197356295
ENSG00000206190	ATP10A	0.2	0.69801677835877
ENSG00000206337	HCP5	0.1	0.815833345255559
ENSG00000206341	HLA-H	0.1	0.861219585319159
ENSG00000206344	HCG27	0.1	0.884213029527437
ENSG00000206418	RAB12	0.2	0.407831828239845
ENSG00000206432	TMEM200C	-0.5	0.30818219022681
ENSG00000206503	HLA-A	-0.1	0.914814020258139
ENSG00000206527	HACD2	0.3	0.137725802193514
ENSG00000206530	CFAP44	-0.6	0.107798991533421
ENSG00000206532	ENSG00000206532	-0.1	0.950939790106666
ENSG00000206535	LNP1	-0.3	0.341860996916987
ENSG00000206538	VGLL3	-1.1	0.0017397833896
ENSG00000206559	ZCWPW2	-0.1	0.936537243089971
ENSG00000206560	ANKRD28	0.1	0.476511970435637
ENSG00000206561	COLQ	-0.2	0.734598501028287
ENSG00000206562	METTL6	-0.1	0.885418063594367
ENSG00000206567	AC022007.1	-0.1	0.942812587099835
ENSG00000206712	RNU6-26P	-0.1	0.951832106392946
ENSG00000207181	SNORA14B	-0.1	0.853982083000261
ENSG00000207383	AC012442.1	-0.3	0.521825921383192
ENSG00000207547	MIR25	-0.1	0.950431460310414
ENSG00000207554	MIR647	-0.1	0.927644969683244
ENSG00000207561	MIR635	-0.1	0.940741328260396
ENSG00000207650	MIR570	-0.5	0.319028026553735
ENSG00000207652	MIR621	0.5	0.23496466965752
ENSG00000207721	MIR186	0.1	0.945553788608977
ENSG00000207741	MIR590	-0.3	0.583274547934824
ENSG00000207751	AP000553.1	-0.2	0.752780162588781
ENSG00000207870	MIR221	0.2	0.740585464263772
ENSG00000209482	SNORD83A	-0.1	0.883724703901536
ENSG00000210049	MT-TF	-0.2	0.782986204933255
ENSG00000210082	MT-RNR2	0.1	0.886248690867314
ENSG00000210140	MT-TC	0.1	0.933069457238169
ENSG00000210144	MT-TY	0.2	0.668531194551139
ENSG00000210164	MT-TG	0.1	0.874238951908433
ENSG00000210174	MT-TR	-0.1	0.949829137213745
ENSG00000210176	MT-TH	-0.1	0.903936566966057
ENSG00000210191	MT-TL2	0.1	0.871721397148173
ENSG00000210194	MT-TE	-0.2	0.748918839672783
ENSG00000210195	MT-TT	-0.1	0.923141983926904
ENSG00000210196	MT-TP	-0.2	0.440562945896043
ENSG00000211445	GPX3	-0.3	0.694060397634685
ENSG00000211450	SELENOH	-0.1	0.885875366607641
ENSG00000211455	STK38L	-0.3	0.039932341047183
ENSG00000211456	SACM1L	-0.1	0.79565846745522
ENSG00000211459	MT-RNR1	0.2	0.581029644734625
ENSG00000211584	SLC48A1	0.1	0.868660926052788
ENSG00000211643	IGLV5-52	-0.3	0.570692039230659
ENSG00000211751	TRBC1	-0.3	0.672276022597469
ENSG00000211764	TRBJ2-1	-0.5	0.335793060642857
ENSG00000211765	TRBJ2-2	-0.2	0.773568139852926
ENSG00000211766	TRBJ2-2P	-0.3	0.679138622573428
ENSG00000211767	TRBJ2-3	-0.6	0.215370481760334
ENSG00000211770	TRBJ2-6	-0.5	0.319028026553735
ENSG00000211771	TRBJ2-7	-0.2	0.811774308749485
ENSG00000211772	TRBC2	-0.4	0.014866845122396
ENSG00000212123	PRR22	0.1	0.914814020258139
ENSG00000212127	TAS2R14	-0.3	0.576539410786421
ENSG00000212232	SNORD17	0.7	0.038581116782507
ENSG00000212327	RNU6-882P	-0.3	0.637176308182411
ENSG00000212694	LINC01089	0.1	0.907044668579318
ENSG00000212719	LINC02693	0.1	0.84882894836453
ENSG00000212722	KRTAP4-9	0.1	0.908735052426204
ENSG00000212724	KRTAP2-3	0.3	0.53271850399176
ENSG00000212747	RTL8B	-0.1	0.746469070056814
ENSG00000212766	EWSAT1	0.7	0.097654592438101
ENSG00000212901	KRTAP3-1	0.2	0.661418292249836
ENSG00000212907	MT-ND4L	0.1	0.672939486589906
ENSG00000212978	AC016747.1	-0.3	0.151714243963758
ENSG00000212993	POU5F1B	0.1	0.937200653775257
ENSG00000213005	PTTG3P	0.1	0.881236657327334
ENSG00000213015	ZNF580	-0.3	0.340427213308634
ENSG00000213020	ZNF611	-0.1	0.884228180602687
ENSG00000213023	SYT3	-0.3	0.623672559771916
ENSG00000213025	COX20P1	0.2	0.7446566665434
ENSG00000213047	DENND1B	-0.3	0.48273024080842
ENSG00000213051	RPL5P5	-0.1	0.861254608859633
ENSG00000213057	C1orf220	0.3	0.597423120309399
ENSG00000213064	SFT2D2	-0.2	0.506346057116665
ENSG00000213066	FGFR1OP	0.4	0.136744975295469
ENSG00000213071	LPAL2	0.3	0.626856923233391
ENSG00000213073	AL353625.1	-0.1	0.937893615741565
ENSG00000213080	AL354714.2	0.2	0.703494756545945
ENSG00000213096	AC092279.1	-0.3	0.243178011525564
ENSG00000213123	TCTEX1D2	-0.2	0.691454986774509
ENSG00000213139	CRYGS	-0.5	0.282373982370772
ENSG00000213160	KLHL23	0.3	0.112069984146634
ENSG00000213178	RPL22P1	0.2	0.647680914972339
ENSG00000213186	TRIM59	0.3	0.38460579272487
ENSG00000213190	MLLT11	-0.4	0.304720287438287
ENSG00000213199	ASIC3	0.3	0.609032246592825
ENSG00000213213	CCDC183	-0.1	0.949832430743082
ENSG00000213214	ARHGEF35	0.1	0.88998221197534
ENSG00000213222	AC093724.1	-0.1	0.873874785773221
ENSG00000213225	NOC2LP1	0.1	0.934994214046193
ENSG00000213236	YWHAZP2	0.1	0.903746262861087
ENSG00000213246	SUPT4H1	-0.1	0.790008578691913
ENSG00000213280	AC090114.1	-0.2	0.70434048028607
ENSG00000213281	NRAS	-0.2	0.256092304779017
ENSG00000213300	HNRNPA3P6	0.1	0.952919998505389
ENSG00000213303	AC008481.1	-0.1	0.857592196555885
ENSG00000213312	RPL7AP34	-0.1	0.927528884244332
ENSG00000213326	RPS7P11	0.2	0.765446819278105
ENSG00000213331	AC108073.1	0.1	0.918224316018498
ENSG00000213337	ANKRD39	0.2	0.319076398406974
ENSG00000213339	QTRT1	0.2	0.293966239348001
ENSG00000213341	CHUK	0.1	0.790499780198499
ENSG00000213344	PCNPP3	0.1	0.940741328260396
ENSG00000213347	MXD3	0.2	0.407550973406701
ENSG00000213363	RPS3P6	0.3	0.68985282724263
ENSG00000213366	GSTM2	-0.2	0.315869239325562
ENSG00000213383	AC104297.1	0.2	0.790499780198499
ENSG00000213390	ARHGAP19	0.4	0.022611715927658
ENSG00000213397	HAUS7	0.1	0.869537507474304
ENSG00000213398	LCAT	-0.2	0.733440087152574
ENSG00000213420	GPC2	-0.2	0.454869452959923
ENSG00000213430	HSPD1P1	0.5	0.225378948558682
ENSG00000213442	RPL18AP3	0.2	0.740943984580058
ENSG00000213462	ERV3-1	-0.4	0.31552019196198
ENSG00000213463	SYNJ2BP	-0.1	0.609538080884463
ENSG00000213465	ARL2	0.1	0.739991919927631
ENSG00000213468	FIRRE	0.2	0.704186082714986
ENSG00000213492	NT5C3AP1	0.1	0.89047599090036
ENSG00000213493	ACTN4P1	0.2	0.721497293981245
ENSG00000213513	IMPDH1P5	0.1	0.856859830706655
ENSG00000213533	STIMATE	-0.2	0.674964038387408
ENSG00000213553	RPLP0P6	0.1	0.841644736410442
ENSG00000213569	AL390039.1	-0.2	0.768503252954689
ENSG00000213574	LDHAP5	-0.1	0.908978965149753
ENSG00000213585	VDAC1	0.3	0.033228290098083
ENSG00000213593	TMX2	0.1	0.711364340184537
ENSG00000213613	RPL11P3	0.1	0.94868887749006
ENSG00000213619	NDUFS3	0.3	0.191828266944148
ENSG00000213638	ADAT3	-0.1	0.91656746625931
ENSG00000213650	AC092447.2	0.2	0.794320504155698
ENSG00000213654	GPSM3	-0.2	0.590652471406544
ENSG00000213658	LAT	-0.1	0.89047599090036
ENSG00000213676	ATF6B	-0.3	0.246740352836721
ENSG00000213693	SEC14L1P1	-0.2	0.808182615011307
ENSG00000213694	S1PR3	-0.4	0.30081058799759
ENSG00000213700	RPL17P50	-0.4	0.362577886465313
ENSG00000213713	PIGCP1	-0.3	0.605891217221143
ENSG00000213719	CLIC1	-0.2	0.379356921329995
ENSG00000213722	DDAH2	-0.7	0.001439354992938
ENSG00000213741	RPS29	0.1	0.790990172505544
ENSG00000213742	ZNF337-AS1	0.1	0.938978664090962
ENSG00000213753	CENPBD1P1	-0.2	0.540971727790833
ENSG00000213754	AL356317.1	-0.3	0.637523475141743
ENSG00000213760	ATP6V1G2	-0.3	0.588789258771432
ENSG00000213762	ZNF134	-0.4	0.192198437673663
ENSG00000213780	GTF2H4	-0.3	0.57300437044869
ENSG00000213790	OLA1P1	0.1	0.940618308141414
ENSG00000213799	ZNF845	0.1	0.579167235827453
ENSG00000213801	ZNF321P	0.1	0.908282267795441
ENSG00000213820	RPL13P2	0.1	0.879089884507122
ENSG00000213839	TMX2P1	-0.2	0.709770549638338
ENSG00000213846	ENSG00000213846	-0.3	0.542535879898376
ENSG00000213853	EMP2	0.1	0.867460943469416
ENSG00000213859	KCTD11	-0.2	0.509232710675868
ENSG00000213865	ENSG00000213865	-0.4	0.403539677344733
ENSG00000213881	NPM1P6	0.1	0.942775036055189
ENSG00000213888	LINC01521	-0.2	0.700700960540432
ENSG00000213889	PPM1N	-0.4	0.423129421487477
ENSG00000213901	SLC23A3	-0.5	0.320547463938807
ENSG00000213903	LTB4R	-0.4	0.184090541488716
ENSG00000213904	LIPE-AS1	0.1	0.863884656078172
ENSG00000213906	LTB4R2	-0.1	0.835716175099414
ENSG00000213918	DNASE1	-0.1	0.829106403125773
ENSG00000213923	CSNK1E	0.1	0.821649083135422
ENSG00000213928	IRF9	0.3	0.633495669040242
ENSG00000213930	GALT	0.1	0.764024695837177
ENSG00000213949	ITGA1	-0.6	0.04729497830841
ENSG00000213963	AC019080.1	-0.2	0.815045434870725
ENSG00000213965	NUDT19	0.2	0.539320083538959
ENSG00000213967	ZNF726	0.2	0.699004361777854
ENSG00000213977	TAX1BP3	-0.2	0.634622469300279
ENSG00000213983	AP1G2	-0.1	0.686003110565299
ENSG00000213985	AC078899.1	-0.3	0.585422552291754
ENSG00000213997	PGAM1P7	-0.3	0.535674317397695
ENSG00000213999	MEF2B	-0.3	0.607363648582497
ENSG00000214013	GANC	-0.2	0.456762507035679
ENSG00000214018	RRM2P3	0.4	0.44442567492697
ENSG00000214021	TTLL3	-0.1	0.816641613587901
ENSG00000214022	REPIN1	0.2	0.21391583100178
ENSG00000214029	ZNF891	0.2	0.761663516172408
ENSG00000214050	FBXO16	0.1	0.810725917241852
ENSG00000214110	LDHAP4	-0.3	0.595057673044807
ENSG00000214113	LYRM4	0.2	0.551743845618742
ENSG00000214114	MYCBP	0.1	0.629348705985381
ENSG00000214121	PRDX1P1	-0.1	0.929711253191994
ENSG00000214135	AC132008.2	0.2	0.518502184821294
ENSG00000214140	PRCD	-0.4	0.226436917870616
ENSG00000214145	LINC00887	0.4	0.422367799003003
ENSG00000214146	LINC02026	0.1	0.953661658380722
ENSG00000214160	ALG3	0.2	0.39964111942641
ENSG00000214174	AMZ2P1	0.1	0.889642387498537
ENSG00000214176	PLEKHM1P1	-0.1	0.681335171503524
ENSG00000214182	PTMAP5	0.2	0.688218693785441
ENSG00000214184	GCC2-AS1	-0.2	0.761662956321743
ENSG00000214185	XPOTP1	0.1	0.895736026478541
