id,log2FoldChange,padj
ENSG00000211765,-0.2,0.77356814
ENSG00000211766,-0.3,0.679138623
ENSG00000211767,-0.6,0.215370482
ENSG00000211770,-0.5,0.319028027
ENSG00000211771,-0.2,0.811774309
ENSG00000211772,-0.4,0.014866845
ENSG00000212123,0.1,0.91481402
ENSG00000212127,-0.3,0.576539411
ENSG00000212232,0.7,0.038581117
ENSG00000212327,-0.3,0.637176308
ENSG00000212694,0.1,0.907044669
ENSG00000212719,0.1,0.848828948
ENSG00000212722,0.1,0.908735052
ENSG00000212724,0.3,0.532718504
ENSG00000212747,-0.1,0.74646907
ENSG00000212766,0.7,0.097654592
ENSG00000212901,0.2,0.661418292
ENSG00000212907,0.1,0.672939487
ENSG00000212978,-0.3,0.151714244
ENSG00000212993,0.1,0.937200654
ENSG00000213005,0.1,0.881236657
ENSG00000213015,-0.3,0.340427213
ENSG00000213020,-0.1,0.884228181
ENSG00000213023,-0.3,0.62367256
ENSG00000213025,0.2,0.744656667
ENSG00000213047,-0.3,0.482730241
ENSG00000213051,-0.1,0.861254609
ENSG00000213057,0.3,0.59742312
ENSG00000213064,-0.2,0.506346057
ENSG00000213066,0.4,0.136744975
ENSG00000213071,0.3,0.626856923
ENSG00000213073,-0.1,0.937893616
ENSG00000213080,0.2,0.703494757
ENSG00000213096,-0.3,0.243178012
ENSG00000213123,-0.2,0.691454987
ENSG00000213139,-0.5,0.282373982
ENSG00000213160,0.3,0.112069984
ENSG00000213178,0.2,0.647680915
ENSG00000213186,0.3,0.384605793
ENSG00000213190,-0.4,0.304720287
ENSG00000213199,0.3,0.609032247
ENSG00000213213,-0.1,0.949832431
ENSG00000213214,0.1,0.889982212
ENSG00000213222,-0.1,0.873874786
ENSG00000213225,0.1,0.934994214
ENSG00000213236,0.1,0.903746263
ENSG00000213246,-0.1,0.790008579
ENSG00000213280,-0.2,0.70434048
ENSG00000213281,-0.2,0.256092305
ENSG00000213300,0.1,0.952919999
ENSG00000213303,-0.1,0.857592197
ENSG00000213312,-0.1,0.927528884
ENSG00000213326,0.2,0.765446819
ENSG00000213331,0.1,0.918224316
ENSG00000213337,0.2,0.319076398
ENSG00000213339,0.2,0.293966239
ENSG00000213341,0.1,0.79049978
ENSG00000213344,0.1,0.940741328
ENSG00000213347,0.2,0.407550973
ENSG00000213363,0.3,0.689852827
ENSG00000213366,-0.2,0.315869239
ENSG00000213383,0.2,0.79049978
ENSG00000213390,0.4,0.022611716
ENSG00000213397,0.1,0.869537507
ENSG00000213398,-0.2,0.733440087
ENSG00000213420,-0.2,0.454869453
ENSG00000213430,0.5,0.225378949
ENSG00000213442,0.2,0.740943985
ENSG00000213462,-0.4,0.315520192
ENSG00000213463,-0.1,0.609538081
ENSG00000213465,0.1,0.73999192
ENSG00000213468,0.2,0.704186083
ENSG00000213492,0.1,0.890475991
ENSG00000213493,0.2,0.721497294
ENSG00000213513,0.1,0.856859831
ENSG00000213533,-0.2,0.674964038
ENSG00000213553,0.1,0.841644736
ENSG00000213569,-0.2,0.768503253
ENSG00000213574,-0.1,0.908978965
ENSG00000213585,0.3,0.03322829
ENSG00000213593,0.1,0.71136434
ENSG00000213613,0.1,0.948688877
ENSG00000213619,0.3,0.191828267
ENSG00000213638,-0.1,0.916567466
ENSG00000213650,0.2,0.794320504
ENSG00000213654,-0.2,0.590652471
ENSG00000213658,-0.1,0.890475991
ENSG00000213676,-0.3,0.246740353
ENSG00000213693,-0.2,0.808182615
ENSG00000213694,-0.4,0.300810588
ENSG00000213700,-0.4,0.362577886
ENSG00000213713,-0.3,0.605891217
ENSG00000213719,-0.2,0.379356921
ENSG00000213722,-0.7,0.001439355
ENSG00000213741,0.1,0.790990173
ENSG00000213742,0.1,0.938978664
ENSG00000213753,-0.2,0.540971728
ENSG00000213754,-0.3,0.637523475
ENSG00000213760,-0.3,0.588789259
ENSG00000213762,-0.4,0.192198438
ENSG00000213780,-0.3,0.57300437
ENSG00000213790,0.1,0.940618308
ENSG00000213799,0.1,0.579167236
ENSG00000213801,0.1,0.908282268
ENSG00000213820,0.1,0.879089885
ENSG00000213839,-0.2,0.70977055
ENSG00000213846,-0.3,0.54253588
ENSG00000213853,0.1,0.867460943
ENSG00000213859,-0.2,0.509232711
ENSG00000213865,-0.4,0.403539677
ENSG00000213881,0.1,0.942775036
ENSG00000213888,-0.2,0.700700961
ENSG00000213889,-0.4,0.423129421
ENSG00000213901,-0.5,0.320547464
ENSG00000213903,-0.4,0.184090541
ENSG00000213904,0.1,0.863884656
ENSG00000213906,-0.1,0.835716175
ENSG00000213918,-0.1,0.829106403
ENSG00000213923,0.1,0.821649083
ENSG00000213928,0.3,0.633495669
ENSG00000213930,0.1,0.764024696
ENSG00000213949,-0.6,0.047294978
ENSG00000213963,-0.2,0.815045435
ENSG00000213965,0.2,0.539320084
ENSG00000213967,0.2,0.699004362
ENSG00000213977,-0.2,0.634622469
ENSG00000213983,-0.1,0.686003111
ENSG00000213985,-0.3,0.585422552
ENSG00000213997,-0.3,0.535674317
ENSG00000213999,-0.3,0.607363649
ENSG00000214013,-0.2,0.456762507
ENSG00000214018,0.4,0.444425675
ENSG00000214021,-0.1,0.816641614
ENSG00000214022,0.2,0.213915831
ENSG00000214029,0.2,0.761663516
ENSG00000214050,0.1,0.810725917
ENSG00000214110,-0.3,0.595057673
ENSG00000214113,0.2,0.551743846
ENSG00000214114,0.1,0.629348706
ENSG00000214121,-0.1,0.929711253
ENSG00000214135,0.2,0.518502185
ENSG00000214140,-0.4,0.226436918
ENSG00000214145,0.4,0.422367799
ENSG00000214146,0.1,0.953661658
ENSG00000214160,0.2,0.399641119
ENSG00000214174,0.1,0.889642387
ENSG00000214176,-0.1,0.681335172
ENSG00000214182,0.2,0.688218694
ENSG00000214184,-0.2,0.761662956
ENSG00000214185,0.1,0.895736026
ENSG00000214192,0.1,0.850981402
ENSG00000214193,-0.2,0.686165139
ENSG00000214194,-0.3,0.255319031
ENSG00000214198,-0.2,0.821246461
ENSG00000214203,-0.2,0.839207232
ENSG00000214216,-0.2,0.679138623
ENSG00000214226,-0.4,0.409008612
ENSG00000214253,0.1,0.832406007
ENSG00000214269,-0.1,0.881146487
ENSG00000214274,-0.4,0.262430173
ENSG00000214279,-0.1,0.901593619
ENSG00000214282,1,0.009525491
ENSG00000214293,0.3,0.505047495
ENSG00000214331,-0.1,0.932194827
ENSG00000214353,0.1,0.91481402
ENSG00000214357,-0.2,0.74003049
ENSG00000214376,0.1,0.868904352
ENSG00000214389,-0.3,0.614982819
ENSG00000214391,0.1,0.824472549
ENSG00000214401,-0.2,0.803962864
ENSG00000214407,-0.4,0.506053863
ENSG00000214413,-0.1,0.891273415
ENSG00000214425,0.2,0.634622469
ENSG00000214455,0.1,0.951832106
ENSG00000214510,-0.4,0.483103433
ENSG00000214530,0.4,0.123500713
ENSG00000214535,0.1,0.880365638
ENSG00000214549,-0.2,0.767868153
ENSG00000214552,-0.1,0.938613899
ENSG00000214575,-1,0.008131758
ENSG00000214595,-0.2,0.737569323
ENSG00000214612,0.1,0.853754684
ENSG00000214654,-0.2,0.683683431
ENSG00000214655,-0.4,0.048840437
ENSG00000214706,0.4,0.080780279
ENSG00000214708,-0.1,0.857592197
ENSG00000214711,0.2,0.741701686
ENSG00000214717,-0.2,0.583393827
ENSG00000214719,-0.1,0.867822668
ENSG00000214753,-0.1,0.78120532
ENSG00000214756,0.1,0.931680808
ENSG00000214765,0.1,0.878285624
ENSG00000214770,0.2,0.712955
ENSG00000214783,-0.4,0.452519345
ENSG00000214826,0.3,0.665248986
ENSG00000214870,-0.3,0.529654588
ENSG00000214894,-0.1,0.880871926
ENSG00000214900,-0.1,0.936324375
ENSG00000214922,0.2,0.710391409
ENSG00000214941,-0.2,0.566516393
ENSG00000214944,0.2,0.534641973
ENSG00000214960,-0.5,0.242409624
ENSG00000214975,-0.1,0.940618308
ENSG00000214999,0.4,0.47325743
ENSG00000215007,0.1,0.912477872
ENSG00000215012,0.1,0.844466203
ENSG00000215014,-0.1,0.940618308
ENSG00000215018,-0.3,0.639104146
ENSG00000215021,0.3,0.133083475
ENSG00000215039,-0.1,0.916634906
ENSG00000215041,0.1,0.89286047
ENSG00000215057,-0.3,0.645430842
ENSG00000215068,-0.4,0.422133638
ENSG00000215086,-0.1,0.951789274
ENSG00000215105,-0.1,0.943194238
ENSG00000215114,-0.2,0.341777321
ENSG00000215146,0.4,0.25802957
ENSG00000215154,0.1,0.871721397
ENSG00000215158,-0.1,0.868457118
ENSG00000215187,0.1,0.86893767
ENSG00000215190,-0.2,0.687913808
ENSG00000215210,0.1,0.942919776
ENSG00000215218,-0.2,0.744500125
ENSG00000215251,-0.1,0.790661268
ENSG00000215252,-0.2,0.377541895
ENSG00000215262,0.7,0.04395988
ENSG00000215267,-0.5,0.234331819
ENSG00000215271,-0.3,0.134190963
ENSG00000215301,-0.1,0.737569323
ENSG00000215349,0.3,0.552815336
ENSG00000215375,0.1,0.93454991
ENSG00000215414,0.1,0.91481402
ENSG00000215417,0.4,0.413485559
ENSG00000215421,-0.2,0.483043448
ENSG00000215424,0.5,0.016588028
ENSG00000215440,0.1,0.737569323
ENSG00000215458,0.5,0.199309719
ENSG00000215482,0.2,0.814033328
ENSG00000215568,-0.4,0.369335496
ENSG00000215571,0.1,0.849102391
ENSG00000215712,0.1,0.885412839
ENSG00000215717,0.1,0.66324371
ENSG00000215769,-0.1,0.910124292
ENSG00000215784,0.3,0.616387433
ENSG00000215788,-0.5,0.005566278
ENSG00000215790,-0.3,0.695959659
ENSG00000215796,0.1,0.907804033
ENSG00000215808,-0.5,0.257084399
ENSG00000215835,0.2,0.82633985
ENSG00000215866,0.1,0.819540955
ENSG00000215883,0.2,0.560688588
ENSG00000215912,-0.1,0.940135569
ENSG00000216657,0.1,0.923580927
ENSG00000216775,-0.3,0.480237826
ENSG00000216866,0.1,0.847980607
ENSG00000216895,-0.2,0.701560853
ENSG00000216906,0.3,0.504618249
ENSG00000216937,-0.3,0.444946925
ENSG00000217027,0.1,0.926866417
ENSG00000217165,-0.1,0.838989884
ENSG00000217239,-0.2,0.67278562
ENSG00000217241,0.2,0.820642323
ENSG00000217258,-0.3,0.522367768
ENSG00000217325,0.2,0.760889004
ENSG00000217643,0.2,0.729686936
ENSG00000217648,-0.1,0.926866417
ENSG00000217733,-0.1,0.933204977
ENSG00000217801,-0.1,0.753289163
ENSG00000217930,0.3,0.435339342
ENSG00000217950,0.1,0.877260529
ENSG00000218175,-0.1,0.782440359
ENSG00000218226,-0.1,0.954160476
ENSG00000218336,-1,0.000155446
ENSG00000218358,0.4,0.440065576
ENSG00000218418,-0.1,0.856652996
ENSG00000218426,0.2,0.841778473
ENSG00000218510,-0.1,0.829644839
ENSG00000218537,0.2,0.812926453
ENSG00000218582,-0.2,0.806478793
ENSG00000218890,0.2,0.841644736
ENSG00000218902,-0.1,0.90664724
ENSG00000218980,0.1,0.893191635
ENSG00000219023,0.1,0.88421303
ENSG00000219200,-0.1,0.861712914
ENSG00000219201,-0.2,0.699041228
ENSG00000219391,0.1,0.885220809
ENSG00000219451,0.1,0.926866417
ENSG00000219481,-0.1,0.80188371
ENSG00000219507,0.4,0.396970572
ENSG00000219545,-0.1,0.80727928
ENSG00000219553,-0.1,0.893191635
ENSG00000219565,-0.3,0.586278695
ENSG00000219607,-0.1,0.913301807
ENSG00000219626,-0.2,0.746140169
ENSG00000219653,-0.8,0.04289509
ENSG00000219665,-0.4,0.253587101
ENSG00000219891,-0.1,0.95093979
ENSG00000219928,-0.1,0.956511257
ENSG00000220201,-0.1,0.943841863
ENSG00000220205,0.1,0.828959418
ENSG00000220323,0.2,0.786787037
ENSG00000220472,0.1,0.931680808
ENSG00000220685,-0.1,0.841644736
ENSG00000220785,-0.4,0.217127505
ENSG00000220804,0.1,0.95613971
ENSG00000220848,-0.1,0.901136908
ENSG00000221164,0.1,0.816641614
ENSG00000221539,0.1,0.922341755
ENSG00000221817,-0.5,0.036077144
ENSG00000221821,-0.3,0.629372847
ENSG00000221823,-0.1,0.820642323
ENSG00000221829,0.2,0.524918012
ENSG00000221838,-0.2,0.506268363
ENSG00000221852,0.4,0.362310956
ENSG00000221869,0.5,0.246271278
ENSG00000221886,-0.1,0.769712196
ENSG00000221887,-0.4,0.247058017
ENSG00000221890,-0.2,0.578574574
ENSG00000221909,-0.2,0.379064531
ENSG00000221914,0.1,0.695384037
ENSG00000221916,0.1,0.888933382
ENSG00000221930,-0.2,0.762987389
ENSG00000221944,0.2,0.676506099
ENSG00000221947,0.4,0.367892266
ENSG00000221955,0.6,0.162279133
ENSG00000221963,0.4,0.036081559
ENSG00000221968,0.2,0.340119451
ENSG00000221978,-0.2,0.294491458
ENSG00000221983,0.1,0.810867395
ENSG00000221988,-0.3,0.320523897
ENSG00000221990,-0.3,0.379064531
ENSG00000221995,0.1,0.863897489
ENSG00000222011,0.1,0.824055793
ENSG00000222019,0.2,0.774375946
ENSG00000222022,-1,0.00054544
ENSG00000222032,-1.2,2.64E-07
ENSG00000222041,0.4,0.127691199
ENSG00000222047,0.5,0.211747195
ENSG00000222898,0.3,0.596592762
ENSG00000223400,-0.2,0.735018956
ENSG00000223459,0.1,0.951173998
ENSG00000223478,-0.1,0.759639234
ENSG00000223482,-0.1,0.817847497
ENSG00000223485,-0.7,0.111257677
ENSG00000223496,-0.1,0.86893767
ENSG00000223501,-0.1,0.71454245
ENSG00000223502,-0.2,0.728854882
ENSG00000223508,0.1,0.933301695
ENSG00000223509,-0.3,0.560095385
ENSG00000223546,0.2,0.686575207
ENSG00000223547,-0.2,0.795658467
ENSG00000223551,0.2,0.816656283
ENSG00000223552,0.3,0.653180048
ENSG00000223559,0.2,0.749173253
ENSG00000223572,0.2,0.769516183
ENSG00000223653,0.2,0.813929154
ENSG00000223669,0.2,0.763457987
ENSG00000223697,-0.1,0.837499264
ENSG00000223705,0.1,0.849102391
ENSG00000223742,-0.6,0.223750312
ENSG00000223745,-0.1,0.841644736
ENSG00000223749,0.2,0.6055984
ENSG00000223750,0.4,0.478519978
ENSG00000223768,-0.2,0.34794958
ENSG00000223773,0.1,0.903229982
ENSG00000223784,-0.1,0.834706066
ENSG00000223813,0.3,0.655399683
ENSG00000223820,-0.1,0.935499922
ENSG00000223891,-0.1,0.913137265
ENSG00000223947,-0.3,0.540450258
ENSG00000223960,-0.5,0.090881942
ENSG00000223969,-0.6,0.127798839
ENSG00000223984,0.1,0.881982574
ENSG00000224032,0.1,0.937109228
ENSG00000224046,0.1,0.855289078
ENSG00000224063,-0.4,0.480210851
ENSG00000224078,-0.1,0.679047502
ENSG00000224080,-0.5,0.230842605
ENSG00000224081,0.2,0.723310717
ENSG00000224086,-0.3,0.545703784
ENSG00000224094,0.1,0.954810011
ENSG00000224116,0.3,0.592897445
ENSG00000224138,0.3,0.600682751
ENSG00000224141,0.2,0.661780031
ENSG00000224152,-0.4,0.425459716
ENSG00000224155,-0.1,0.861891255
ENSG00000224165,-0.2,0.703045671
ENSG00000224167,0.2,0.735018956
ENSG00000224184,-0.3,0.475378545
ENSG00000224186,-0.1,0.880088759
ENSG00000224189,-0.3,0.661177311
ENSG00000224195,-0.3,0.654132336
ENSG00000224208,0.1,0.869266915
ENSG00000224209,-0.2,0.733490781
ENSG00000224259,0.3,0.665313934
ENSG00000224269,-0.3,0.518709462
ENSG00000224271,-0.4,0.327376548
ENSG00000224273,0.2,0.773595871
ENSG00000224281,-0.3,0.656494212
ENSG00000224292,-0.1,0.930988327
ENSG00000224316,-0.1,0.950458187
ENSG00000224321,-0.1,0.869562104
ENSG00000224376,-0.2,0.802883196
ENSG00000224383,-0.3,0.405292773
ENSG00000224411,0.2,0.70475156
ENSG00000224415,0.2,0.821782354
ENSG00000224420,0.1,0.940135569
ENSG00000224424,-0.1,0.884063373
ENSG00000224452,-0.2,0.686003111
ENSG00000224462,-0.5,0.268730066
ENSG00000224470,-0.1,0.70015036
ENSG00000224531,0.1,0.661011614
ENSG00000224546,-0.1,0.886793143
ENSG00000224550,-0.2,0.773595871
ENSG00000224577,-0.6,0.143888616
ENSG00000224578,0.2,0.607691358
ENSG00000224596,0.2,0.71313465
ENSG00000224609,-0.2,0.679841379
ENSG00000224616,-0.3,0.613030418
ENSG00000224621,-0.2,0.735201939
ENSG00000224660,-0.4,0.298243925
ENSG00000224687,-0.3,0.643154329
ENSG00000224713,-0.1,0.902197865
ENSG00000224728,0.3,0.55861621
ENSG00000224738,0.3,0.653367809
ENSG00000224763,-0.2,0.792323808
ENSG00000224781,0.2,0.802170802
ENSG00000224786,-0.1,0.866256776
ENSG00000224790,-0.2,0.777698764
ENSG00000224805,0.1,0.928964644
ENSG00000224831,0.1,0.891273415
ENSG00000224843,-0.3,0.671337516
ENSG00000224861,-0.1,0.938920646
ENSG00000224870,-0.1,0.839733735
ENSG00000224877,0.1,0.882925934
ENSG00000224892,-0.1,0.879089885
ENSG00000224897,-0.1,0.940135569
ENSG00000224905,-0.1,0.951832106
ENSG00000224906,-0.3,0.483531775
ENSG00000224914,-0.4,0.419968308
ENSG00000224934,0.2,0.813670646
ENSG00000224950,-0.5,0.237664404
ENSG00000224958,0.3,0.556929806
ENSG00000225022,0.2,0.645541279
ENSG00000225024,-0.2,0.713299042
ENSG00000225028,-0.1,0.882734512
ENSG00000225031,0.2,0.805832416
ENSG00000225032,0.2,0.805361258
ENSG00000225087,0.1,0.931377996
ENSG00000225091,-0.1,0.863522938
ENSG00000225093,0.2,0.767868153
ENSG00000225096,-0.1,0.860091346
ENSG00000225131,0.2,0.735201939
ENSG00000225137,-0.1,0.901136908
ENSG00000225138,0.1,0.819695806
ENSG00000225159,0.1,0.884964368
ENSG00000225163,0.1,0.930102606
ENSG00000225165,0.3,0.653406868
ENSG00000225177,0.2,0.765339384
ENSG00000225190,-0.1,0.828439023
ENSG00000225193,0.1,0.856772595
ENSG00000225205,-0.5,0.122909803
ENSG00000225206,-0.8,0.053631124
ENSG00000225210,-0.2,0.69547047
ENSG00000225234,0.2,0.781188119
ENSG00000225265,-0.3,0.406441983
ENSG00000225267,0.3,0.643154329
ENSG00000225269,-0.1,0.909148882
ENSG00000225282,0.2,0.740585464
ENSG00000225313,-0.3,0.498585425
ENSG00000225335,0.1,0.858909073
ENSG00000225339,-0.3,0.601651004
ENSG00000225345,0.1,0.867009105
ENSG00000225356,0.9,0.020336586
ENSG00000225357,0.3,0.637167354
ENSG00000225361,-0.1,0.815833345
ENSG00000225377,0.2,0.703494757
ENSG00000225383,0.9,0.017464917
ENSG00000225422,-0.3,0.606378881
ENSG00000225423,-0.1,0.925482625
ENSG00000225439,-0.1,0.836660381
ENSG00000225470,0.1,0.929777787
ENSG00000225484,-0.1,0.910670441
ENSG00000225489,0.1,0.885412839
ENSG00000225506,-0.1,0.942919776
ENSG00000225507,0.2,0.782685751
ENSG00000225518,0.5,0.252045559
ENSG00000225526,0.8,0.031480628
ENSG00000225535,-0.4,0.422706952
ENSG00000225537,-0.5,0.260290008
ENSG00000225554,0.3,0.688248177
ENSG00000225556,0.1,0.923141984
ENSG00000225558,0.1,0.903511449
ENSG00000225568,0.2,0.763423062
ENSG00000225580,0.2,0.735201939
ENSG00000225614,-0.3,0.192198438
ENSG00000225616,0.3,0.441407204
ENSG00000225630,0.2,0.551435305
ENSG00000225652,-0.6,0.171717357
ENSG00000225663,-0.1,0.714733424
ENSG00000225675,-0.1,0.933470352
ENSG00000225676,-0.3,0.398638022
ENSG00000225697,-0.1,0.743017621
ENSG00000225720,-0.2,0.631222043
ENSG00000225733,-0.1,0.682125572
ENSG00000225760,0.3,0.478519978
ENSG00000225791,-0.9,0.000838784
ENSG00000225793,-0.3,0.688939946
ENSG00000225806,0.1,0.946644453
ENSG00000225828,-0.2,0.794320504
ENSG00000225855,0.4,0.379824943
ENSG00000225872,-0.1,0.877770179
ENSG00000225877,0.4,0.444639982
ENSG00000225913,0.2,0.805520883
ENSG00000225920,-0.2,0.775655245
ENSG00000225968,0.3,0.578236527
ENSG00000225969,-0.2,0.714238596
ENSG00000225975,-0.1,0.835424392
ENSG00000226015,0.2,0.600241812
ENSG00000226029,-0.1,0.925029855
ENSG00000226049,-0.3,0.565027319
ENSG00000226053,-0.9,0.020436234
ENSG00000226057,0.2,0.708075492
ENSG00000226088,1,0.000290814
ENSG00000226098,-0.2,0.723310717
ENSG00000226121,0.2,0.803284198
ENSG00000226124,0.1,0.943609711
ENSG00000226137,-0.2,0.577563012
ENSG00000226138,0.2,0.763457987
ENSG00000226167,0.3,0.572804502
ENSG00000226174,-0.1,0.907804033
ENSG00000226200,-0.7,0.007564623
ENSG00000226210,0.1,0.846572706
ENSG00000226221,-0.1,0.894516491
ENSG00000226243,0.1,0.938978664
ENSG00000226247,0.1,0.917898441
ENSG00000226287,0.4,0.382311316
ENSG00000226314,-0.1,0.896368238
ENSG00000226328,0.1,0.743082368
ENSG00000226332,-0.3,0.476578376
ENSG00000226360,0.1,0.868660926
ENSG00000226380,0.7,0.049244541
ENSG00000226383,0.3,0.613056017
ENSG00000226415,0.1,0.879089885
ENSG00000226419,0.3,0.222258262
ENSG00000226445,-0.3,0.664316586
ENSG00000226453,-0.2,0.802236991
ENSG00000226466,0.2,0.78067973
ENSG00000226471,0.3,0.580397144
ENSG00000226472,0.3,0.585295743
ENSG00000226479,0.2,0.52067889
ENSG00000226539,0.1,0.895882701
ENSG00000226549,0.2,0.72552195
ENSG00000226562,0.4,0.435400113
ENSG00000226578,-0.1,0.930102606
ENSG00000226650,-0.1,0.954888988
ENSG00000226652,-0.2,0.794432671
ENSG00000226688,-0.1,0.836766539
ENSG00000226696,0.1,0.953087666
ENSG00000226742,0.2,0.560688588
ENSG00000226752,-0.2,0.551995252
ENSG00000226754,-0.2,0.788622354
ENSG00000226756,-0.4,0.464686824
ENSG00000226763,0.4,0.473119206
ENSG00000226780,0.2,0.712507512
ENSG00000226781,0.2,0.741701686
ENSG00000226798,-0.1,0.924952518
ENSG00000226803,-0.2,0.701673147
ENSG00000226823,-0.2,0.767868153
ENSG00000226824,0.2,0.799118181
ENSG00000226833,0.2,0.825196498
ENSG00000226835,0.2,0.603269171
ENSG00000226853,0.2,0.740114388
ENSG00000226856,-0.2,0.743708975
ENSG00000226864,-0.5,0.278533226
ENSG00000226887,0.7,0.062579568
ENSG00000226935,-0.1,0.819695806
ENSG00000226950,-0.3,0.144210512
ENSG00000226953,-0.3,0.683260914
ENSG00000227008,0.1,0.929770573
ENSG00000227014,0.1,0.856652996
ENSG00000227034,-0.1,0.942942864
ENSG00000227036,-0.4,0.096005513
ENSG00000227038,0.1,0.93712354
ENSG00000227039,0.1,0.945849691
ENSG00000227060,0.2,0.810544098
ENSG00000227070,0.4,0.494000308
ENSG00000227097,0.1,0.952919999
ENSG00000227110,-0.2,0.795446314
ENSG00000227115,-0.7,0.119418909
ENSG00000227118,0.3,0.67653324
ENSG00000227124,-0.4,0.442625291
ENSG00000227165,-0.5,0.324608346
ENSG00000227199,-0.1,0.93508941
ENSG00000227203,-0.2,0.743981331
ENSG00000227214,-0.2,0.732087517
ENSG00000227252,0.1,0.886830594
ENSG00000227268,0.1,0.882196389
ENSG00000227304,0.3,0.667939757
ENSG00000227309,0.1,0.946282865
ENSG00000227347,-0.1,0.905797712
ENSG00000227354,-0.1,0.905327387
ENSG00000227372,0.1,0.526243018
ENSG00000227375,-0.3,0.643154329
ENSG00000227376,0.2,0.744418498
ENSG00000227398,-0.2,0.547158514
ENSG00000227400,-0.5,0.229548974
ENSG00000227403,-0.2,0.695636146
ENSG00000227471,0.7,0.047111069
ENSG00000227473,-0.2,0.683694762
ENSG00000227477,-0.2,0.762799095
ENSG00000227482,-0.3,0.422567621
ENSG00000227486,-0.4,0.427984994
ENSG00000227496,-0.2,0.775361224
ENSG00000227533,0.3,0.448575451
ENSG00000227540,0.3,0.506346057
ENSG00000227543,-0.5,0.326880441
ENSG00000227591,0.4,0.337811552
ENSG00000227621,0.2,0.792323808
ENSG00000227640,-0.2,0.762900497
ENSG00000227671,-0.1,0.902859146
ENSG00000227682,0.1,0.938920646
ENSG00000227741,-0.2,0.712507512
ENSG00000227742,0.1,0.926571237
ENSG00000227744,-0.9,0.011678422
ENSG00000227799,0.1,0.933542413
ENSG00000227848,-0.4,0.376579637
ENSG00000227855,-0.2,0.672499538
ENSG00000227885,-0.2,0.742934161
ENSG00000227896,0.2,0.735201939
ENSG00000227908,-0.4,0.398881305
ENSG00000227939,0.1,0.830463952
ENSG00000227946,-0.1,0.953293689
ENSG00000227953,-0.2,0.781188119
ENSG00000227954,0.3,0.662183378
ENSG00000227972,0.2,0.674793039
ENSG00000227992,-0.1,0.912298289
ENSG00000228002,-0.2,0.819695806
ENSG00000228008,0.1,0.950977247
ENSG00000228060,-0.1,0.896368238
ENSG00000228063,-0.2,0.808782152
ENSG00000228109,0.5,0.080780279
ENSG00000228126,0.2,0.75265881
ENSG00000228137,0.3,0.555442912
ENSG00000228150,-0.1,0.903229982
ENSG00000228192,-0.2,0.817990568
ENSG00000228196,0.1,0.870422656
ENSG00000228203,-0.2,0.674852472
ENSG00000228222,0.1,0.896368238
ENSG00000228236,0.2,0.780613393
ENSG00000228253,0.2,0.540275351
ENSG00000228274,-0.1,0.877162477
ENSG00000228283,0.1,0.940970209
ENSG00000228300,0.1,0.735087191
ENSG00000228305,0.1,0.902197865
ENSG00000228328,-0.1,0.896031461
ENSG00000228364,0.1,0.93508941
ENSG00000228393,0.1,0.934195672
ENSG00000228395,-0.1,0.873715813
ENSG00000228407,-0.2,0.732974453
ENSG00000228409,0.3,0.645427204
ENSG00000228412,-0.2,0.670334661
ENSG00000228436,-0.1,0.87646347
ENSG00000228439,0.1,0.843879888
ENSG00000228474,-0.1,0.772460227
ENSG00000228486,-0.4,0.441692343
ENSG00000228487,0.2,0.710959588
ENSG00000228492,-0.2,0.810867395
ENSG00000228502,-0.1,0.958117891
ENSG00000228506,-0.1,0.851538736
ENSG00000228507,-0.1,0.930935202
ENSG00000228526,0.2,0.752780163
ENSG00000228536,-0.8,0.031684212
ENSG00000228544,-0.2,0.710935423
ENSG00000228566,-0.3,0.642775902
ENSG00000228589,-0.1,0.938978664
ENSG00000228590,-0.1,0.930988327
ENSG00000228606,-0.2,0.835524308
ENSG00000228613,0.3,0.672646324
ENSG00000228624,0.4,0.340772562
ENSG00000228630,-0.1,0.953087666
ENSG00000228649,-0.1,0.871232366
ENSG00000228653,0.1,0.85912095
ENSG00000228672,0.2,0.627720455
ENSG00000228683,0.1,0.871569892
ENSG00000228701,-0.4,0.476578376
ENSG00000228716,0.2,0.715963952
ENSG00000228727,0.1,0.924319092
ENSG00000228748,0.3,0.549066383
ENSG00000228775,-0.3,0.577326455
ENSG00000228782,0.1,0.841644736
ENSG00000228794,-0.2,0.737569323
ENSG00000228801,-0.2,0.780613393
ENSG00000228818,-0.1,0.920935697
ENSG00000228834,0.2,0.822673262
ENSG00000228847,0.2,0.688218694
ENSG00000228857,0.1,0.951832106
ENSG00000228878,-0.2,0.743708975
ENSG00000228887,0.3,0.498936771
ENSG00000228889,-0.2,0.745539385
ENSG00000228903,0.1,0.927330937
ENSG00000228925,0.2,0.795658467
ENSG00000228929,0.2,0.750637598
ENSG00000228952,-0.1,0.931680808
ENSG00000229017,-0.2,0.767868153
ENSG00000229036,0.1,0.896031461
ENSG00000229043,-0.5,0.167572529
ENSG00000229083,-0.1,0.948625271
ENSG00000229124,0.1,0.907044669
ENSG00000229152,0.3,0.59041828
ENSG00000229167,0.8,0.050163209
ENSG00000229204,0.4,0.4010342
ENSG00000229261,0.4,0.454461361
ENSG00000229267,-0.6,0.111559766
ENSG00000229298,0.1,0.829106051
ENSG00000229320,0.1,0.927289514
ENSG00000229358,0.2,0.781188119
